doi,author_name,given_name,family_name,keyword,pubmed_id,affiliation,institute,address,full_name
10.3390/molecules25173807,Appell M,Michael,Appell,α-Glucan,32825708,"Mycotoxin Prevention and Applied Microbiology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N. University Street, Peoria, IL 61604, USA.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA",Michael Appell
10.1016/j.btre.2023.e00817,Evans KO,Kervin O.,Evans,α-Glucan,38020725,"USDA, Agricultural Research Service, National Center of Agricultural Utilization Research, Renewable Product Technology Research Unit, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA",Kervin O. Evans
10.1016/j.btre.2023.e00817,Compton DL,David L.,Compton,α-Glucan,38020725,"USDA, Agricultural Research Service, National Center of Agricultural Utilization Research, Renewable Product Technology Research Unit, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA",David L. Compton
10.1016/j.btre.2023.e00817,Skory CD,Christopher D.,Skory,α-Glucan,38020725,"USDA, Agricultural Research Service, National Center of Agricultural Utilization Research, Renewable Product Technology Research Unit, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA",Christopher D. Skory
10.1016/j.btre.2023.e00817,Appell M,Michael,Appell,α-Glucan,38020725,"Mycotoxin Prevention and Applied Microbiology Research, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA",Michael Appell
10.1111/nan.12865,Uemura MT,Maiko T.,Uemura,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA",Maiko T. Uemura
10.1111/nan.12865,Suh ER,Eun Ran,Suh,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA",Eun Ran Suh
10.1111/nan.12865,Robinson JL,John L.,Robinson,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA",John L. Robinson
10.1111/nan.12865,Brunden KR,Kurt R.,Brunden,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA",Kurt R. Brunden
10.1111/nan.12865,Grossman M,Murray,Grossman,α-Glucan,36456471,"Penn Frontotemporal Degeneration Center, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"South Pavilion, 3400 Civic Center Blvd 2nd Floor, Philadelphia, PA 19104, USA",Murray Grossman
10.1111/nan.12865,Irwin DJ,David J.,Irwin,α-Glucan,36456471,"Penn Digital Neuropathology Laboratory, Department of Neurology, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"South Pavilion, 3400 Civic Center Blvd 2nd Floor, Philadelphia, PA 19104, USA",David J. Irwin
10.1111/nan.12865,Trojanowski JQ,John Q.,Trojanowski,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA",John Q. Trojanowski
10.1111/nan.12865,Lee EB,Edward B.,Lee,α-Glucan,36456471,"Translational Neuropathology Research Laboratory, Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"125 S 31st St, Philadelphia, PA 19104, USA",Edward B. Lee
10.1111/nan.12865,Van Deerlin VM,Vivianna M.,Van Deerlin,α-Glucan,36456471,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA",Vivianna M. Van Deerlin
10.3390/jof8101102,Kapoor M,Mili,Kapoor,GPI-Anchored Proteins,36294667,"Pfizer Inc., San Diego, CA 92121, USA.",Unparsed,"10555 Science Center Dr, San Diego, CA 92121, USA",Mili Kapoor
10.3390/jof8101102,Shaw KJ,Karen J.,Shaw,GPI-Anchored Proteins,36294667,"Hearts Consulting Group, LLC, Poway, CA 92064, USA.",Unparsed,"13332 Via Stephen, Poway, CA 92064, USA",Karen J. Shaw
10.1016/j.jprot.2022.104580,Tavares CS,Clebson S.,Tavares,GPI-Anchored Proteins,35427801,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA",Clebson S. Tavares
10.1016/j.jprot.2022.104580,Mishra R,Ruchir,Mishra,GPI-Anchored Proteins,35427801,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA",Ruchir Mishra
10.1016/j.jprot.2022.104580,Ghobrial PN,Pierre N.,Ghobrial,GPI-Anchored Proteins,35427801,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA",Pierre N. Ghobrial
10.1016/j.jprot.2022.104580,Bonning BC,Bryony C.,Bonning,GPI-Anchored Proteins,35427801,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA. Electronic address: bbonning@ufl.edu.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA",Bryony C. Bonning
10.1093/jb/mvaa075,Murata D,Daisuke,Murata,GPI-Anchored Proteins,32844210,"Department of Cell Biology, Johns Hopkins University School of Medicine, 725 N. Wolfe Street, 113 Hunterian, Baltimore, MD 21205, USA.",Johns Hopkins University School of Medicine,"Church Professional Office Building, 98 N Broadway #300, Baltimore, MD 21231, USA",Daisuke Murata
10.1177/0271678X21999553,Chandra PK,Partha K,Chandra,GPI-Anchored Proteins,33715494,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA",Partha K Chandra
10.1177/0271678X21999553,Cikic S,Sinisa,Cikic,GPI-Anchored Proteins,33715494,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA",Sinisa Cikic
10.1177/0271678X21999553,Baddoo MC,Melody C,Baddoo,GPI-Anchored Proteins,33715494,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA",Melody C Baddoo
10.1177/0271678X21999553,Rutkai I,Ibolya,Rutkai,GPI-Anchored Proteins,33715494,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA",Ibolya Rutkai
10.1177/0271678X21999553,Guidry JJ,Jessie J,Guidry,GPI-Anchored Proteins,33715494,"Tulane Brain Institute, Tulane University, New Orleans, LA, USA.",Tulane University,"1415 Tulane Ave Suite 501, New Orleans, LA 70112, USA",Jessie J Guidry
10.1177/0271678X21999553,Flemington EK,Erik K,Flemington,GPI-Anchored Proteins,33715494,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA",Erik K Flemington
10.1177/0271678X21999553,Katakam PV,Prasad VG,Katakam,GPI-Anchored Proteins,33715494,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA",Prasad VG Katakam
10.1177/0271678X21999553,Busija DW,David W,Busija,GPI-Anchored Proteins,33715494,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA",David W Busija
10.1073/pnas.2123056119,Saha S,Suvrajit,Saha,GPI-Anchored Proteins,35867835,"Cardiovascular Research Institute, University of California, San Francisco, CA 94158.",University of California,"555 Mission Bay Boulevard South, San Francisco, CA 94158, USA",Suvrajit Saha
10.1073/pnas.2123056119,Das A,Amit,Das,GPI-Anchored Proteins,35867835,"Department of Physics and Center for Theoretical Biological Physics, Northeastern University, Boston, MA 02115.",Northeastern University,"Dana Research Center, 100 Forsyth St #111, Boston, MA 02115, USA",Amit Das
10.1016/j.cell.2022.01.009,Poli V,Valentina,Poli,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA.",Harvard Medical School,"300 Longwood Ave Fegan 6, Boston, MA 02115, USA",Valentina Poli
10.1016/j.cell.2022.01.009,Shrock E,Ellen,Shrock,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Howard Hughes Medical Institute, Division of Genetics, Brigham and Women's Hospital, Program in Virology, Boston, MA, USA.",USA; Howard Hughes Medical Institute,"4000 Jones Bridge Rd, Chevy Chase, MD 20815, USA",Ellen Shrock
10.1016/j.cell.2022.01.009,Spreafico R,Roberto,Spreafico,Mannan,35148840,"Institute for Quantitative and Computational Biosciences, University of California, Los Angeles, Los Angeles, CA, USA.",University of California,"621 Charles E Young Dr S, Los Angeles, CA 90024, USA",Roberto Spreafico
10.1016/j.cell.2022.01.009,Liu X,Xin,Liu,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA",Xin Liu
10.1016/j.cell.2022.01.009,Pishesha N,Novalia,Pishesha,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA",Novalia Pishesha
10.1016/j.cell.2022.01.009,Carpenet C,Claire,Carpenet,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA",Claire Carpenet
10.1016/j.cell.2022.01.009,Chou J,Janet,Chou,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA.",Harvard Medical School,"300 Longwood Ave Fegan 6, Boston, MA 02115, USA",Janet Chou
10.1016/j.cell.2022.01.009,Di Gioia M,Marco,Di Gioia,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA.",Harvard Medical School,"300 Longwood Ave Fegan 6, Boston, MA 02115, USA",Marco Di Gioia
10.1016/j.cell.2022.01.009,McGrath ME,Marisa E.,McGrath,Mannan,35148840,"University of Maryland School of Medicine, Department of Microbiology and Immunology, Baltimore, MD, USA.",University of Maryland School of Medicine,"615 N Wolfe St, Baltimore, MD 21205, USA",Marisa E. McGrath
10.1016/j.cell.2022.01.009,Dillen CA,Carly A.,Dillen,Mannan,35148840,"University of Maryland School of Medicine, Department of Microbiology and Immunology, Baltimore, MD, USA.",University of Maryland School of Medicine,"615 N Wolfe St, Baltimore, MD 21205, USA",Carly A. Dillen
10.1016/j.cell.2022.01.009,Barrett NA,Nora A.,Barrett,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Brigham and Women's Hospital, Division of Allergy and Clinical Immunology, Boston, MA, USA.",Harvard Medical School,"850 Boylston St # 540, Chestnut Hill, MA 02467, USA",Nora A. Barrett
10.1016/j.cell.2022.01.009,Pucci F,Ferdinando,Pucci,Mannan,35148840,"Department of Otolaryngology-Head and Neck Surgery, Department of Cell, Developmental & Cancer Biology, Knight Cancer Institute, Oregon Health & Science University, Portland, OR, USA.",Oregon Health & Science University,"OHSU Physicians Pavilion, 3270 SW Pavilion Loop Suite 250, Portland, OR 97239, USA",Ferdinando Pucci
10.1016/j.cell.2022.01.009,Kruppa MD,Michael D.,Kruppa,Mannan,35148840,"Department of Biomedical Sciences, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA",Michael D. Kruppa
10.1016/j.cell.2022.01.009,Ma Z,Zuchao,Ma,Mannan,35148840,"Department of Surgery, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA",Zuchao Ma
10.1016/j.cell.2022.01.009,Lowman DW,Douglas W.,Lowman,Mannan,35148840,"Department of Surgery, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA",Douglas W. Lowman
10.1016/j.cell.2022.01.009,Ensley HE,Harry E.,Ensley,Mannan,35148840,"Department of Surgery, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA",Harry E. Ensley
10.1016/j.cell.2022.01.009,Nanishi E,Etsuro,Nanishi,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA.",Harvard Medical School,"55 Heath St, Boston, MA 02130, USA",Etsuro Nanishi
10.1016/j.cell.2022.01.009,Saito Y,Yoshine,Saito,Mannan,35148840,"Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA.",Unparsed,"300 Longwood Ave, Boston, MA 02115, USA",Yoshine Saito
10.1016/j.cell.2022.01.009,Dhe-Paganon S,Sirano,Dhe-Paganon,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Dana-Farber Cancer Institute, Department of Cancer Biology, Boston, MA, USA.",USA; Dana-Farber Cancer Institute,"450 Brookline Ave, Boston, MA 02215, USA",Sirano Dhe-Paganon
10.1016/j.cell.2022.01.009,Dowling DJ,David J.,Dowling,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA.",Harvard Medical School,"55 Heath St, Boston, MA 02130, USA",David J. Dowling
10.1016/j.cell.2022.01.009,Frieman M,Matthew,Frieman,Mannan,35148840,"University of Maryland School of Medicine, Department of Microbiology and Immunology, Baltimore, MD, USA.",University of Maryland School of Medicine,"615 N Wolfe St, Baltimore, MD 21205, USA",Matthew Frieman
10.1016/j.cell.2022.01.009,Elledge SJ,Stephen J.,Elledge,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Howard Hughes Medical Institute, Division of Genetics, Brigham and Women's Hospital, Program in Virology, Boston, MA, USA.",USA; Howard Hughes Medical Institute,"4000 Jones Bridge Rd, Chevy Chase, MD 20815, USA",Stephen J. Elledge
10.1016/j.cell.2022.01.009,Levy O,Ofer,Levy,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA; Broad Institute of MIT & Harvard, Cambridge, MA, USA.",USA; Broad Institute of MIT & Harvard,"Merkin Building, 415 Main St, Cambridge, MA 02142, USA",Ofer Levy
10.1016/j.cell.2022.01.009,Irvine DJ,Darrell J.,Irvine,Mannan,35148840,"Massachusetts Institute of Technology, Department of Biological Engineering and Department of Materials Science and Engineering, Koch Institute for Integrative Cancer Research, Ragon Institute of MGH, MIT and Harvard, Cambridge, MA, USA; Howard Hughes Medical Institute, Chevy Chase, MD, USA.",Massachusetts Institute of Technology,"77 Massachusetts Ave, Cambridge, MA 02139, USA",Darrell J. Irvine
10.1016/j.cell.2022.01.009,Ploegh HL,Hidde L.,Ploegh,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA",Hidde L. Ploegh
10.1016/j.cell.2022.01.009,Williams DL,David L.,Williams,Mannan,35148840,"Department of Biomedical Sciences, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA",David L. Williams
10.1016/j.cell.2022.01.009,Zanoni I,Ivan,Zanoni,Mannan,35148840,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA; Boston Children's Hospital, Division of Gastroenterology, Boston, MA, USA. Electronic address: ivan.zanoni@childrens.harvard.edu.",Harvard Medical School,"55 Heath St, Boston, MA 02130, USA",Ivan Zanoni
10.1128/mSphere.00715-19,Ambati S,Suresh,Ambati,Mannan,31666315,"Department of Genetics, University of Georgia, Athens, Georgia, USA.",University of Georgia,"120 W Green St, Athens, GA 30602, USA",Suresh Ambati
10.1128/mSphere.00715-19,Ellis EC,Emma C.,Ellis,Mannan,31666315,"Department of Genetics, University of Georgia, Athens, Georgia, USA.",University of Georgia,"120 W Green St, Athens, GA 30602, USA",Emma C. Ellis
10.1128/mSphere.00715-19,Lin J,Jianfeng,Lin,Mannan,31666315,"Department of Microbiology, University of Georgia, Athens, Georgia, USA.",University of Georgia,"Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA",Jianfeng Lin
10.1128/mSphere.00715-19,Lin X,Xiaorong,Lin,Mannan,31666315,"Department of Microbiology, University of Georgia, Athens, Georgia, USA.",University of Georgia,"Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA",Xiaorong Lin
10.1128/mSphere.00715-19,Lewis ZA,Zachary A.,Lewis,Mannan,31666315,"Department of Microbiology, University of Georgia, Athens, Georgia, USA.",University of Georgia,"Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA",Zachary A. Lewis
10.1128/mSphere.00715-19,Meagher RB,Richard B.,Meagher,Mannan,31666315,"Department of Genetics, University of Georgia, Athens, Georgia, USA meagher@uga.edu.",University of Georgia,"120 W Green St, Athens, GA 30602, USA",Richard B. Meagher
10.3389/fimmu.2019.00504,Rizk DV,Dana V.,Rizk,Mannan,30941137,"Department of Medicine, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"510 20th St S, Birmingham, AL 35294, USA",Dana V. Rizk
10.3389/fimmu.2019.00504,Julian BA,Bruce A.,Julian,Mannan,30941137,"Department of Medicine, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"510 20th St S, Birmingham, AL 35294, USA",Bruce A. Julian
10.3389/fimmu.2019.00504,Green TJ,Todd J.,Green,Mannan,30941137,"Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"1665 University Blvd #327, Birmingham, AL 35294, USA",Todd J. Green
10.3389/fimmu.2019.00504,Novak J,Jan,Novak,Mannan,30941137,"Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"1665 University Blvd #327, Birmingham, AL 35294, USA",Jan Novak
10.3389/fimmu.2019.00504,Wyatt RJ,Robert J.,Wyatt,Mannan,30941137,"Department of Pediatrics, University of Tennessee Health Sciences Center, Memphis, TN, United States.",University of Tennessee Health Sciences Center,"50 N Dunlap St # 4624, Memphis, TN 38103, USA",Robert J. Wyatt
10.1016/j.ekir.2020.08.003,Lafayette RA,Richard A.,Lafayette,Mannan,33163724,"Division of Nephrology, Department of Medicine, Stanford University, Stanford, California, USA.",Stanford University,"300 Pasteur Dr Suite A175, Palo Alto, CA 94305, USA",Richard A. Lafayette
10.1016/j.ekir.2020.08.003,Rovin BH,Brad H.,Rovin,Mannan,33163724,"Division of Nephrology, The Ohio State University Wexner Medical Center, Columbus, Ohio, USA.",The Ohio State University Wexner Medical Center,"456 W 10th Ave, Columbus, OH 43210, USA",Brad H. Rovin
10.1016/j.ekir.2020.08.003,Tumlin JA,James A.,Tumlin,Mannan,33163724,"NephroNet Clinical Research Consortium, Atlanta, Georgia, USA.",Unparsed,"1936 Lenox Rd NE, Atlanta, GA 30306, USA",James A. Tumlin
10.1111/myc.13451,Hoenigl M,Martin,Hoenigl,Mannan,35506957,"Division of Infectious Diseases and Global Public Health, University of California San Diego, San Diego, USA.",University of California San Diego,"4168 Front St, San Diego, CA 92103, USA",Martin Hoenigl
10.1038/s41586-021-04295-4,Stein KC,Kevin C.,Stein,Saccharomyces,35046576,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA",Kevin C. Stein
10.1038/s41586-021-04295-4,Morales-Polanco F,Fabián,Morales-Polanco,Saccharomyces,35046576,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA",Fabián Morales-Polanco
10.1038/s41586-021-04295-4,van der Lienden J,Joris,van der Lienden,Saccharomyces,35046576,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA",Joris van der Lienden
10.1038/s41586-021-04295-4,Rainbolt TK,T. Kelly,Rainbolt,Saccharomyces,35046576,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA",T. Kelly Rainbolt
10.1038/s41586-021-04295-4,Frydman J,Judith,Frydman,Saccharomyces,35046576,"Department of Genetics, Stanford University, Stanford, CA, USA. jfrydman@stanford.edu.",Stanford University,"291 Campus Drive, Stanford, CA 94305, USA",Judith Frydman
10.1038/s41586-019-1608-2,Aykut B,Berk,Aykut,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Berk Aykut
10.1038/s41586-019-1608-2,Pushalkar S,Smruti,Pushalkar,Saccharomyces,31578522,"Department of Basic Science and Craniofacial Biology, New York University College of Dentistry, New York, NY, USA.",New York University College of Dentistry,"112 E W 11th St, New York, NY 10003, USA",Smruti Pushalkar
10.1038/s41586-019-1608-2,Chen R,Ruonan,Chen,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Ruonan Chen
10.1038/s41586-019-1608-2,Li Q,Qianhao,Li,Saccharomyces,31578522,"Department of Basic Science and Craniofacial Biology, New York University College of Dentistry, New York, NY, USA.",New York University College of Dentistry,"112 E W 11th St, New York, NY 10003, USA",Qianhao Li
10.1038/s41586-019-1608-2,Abengozar R,Raquel,Abengozar,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Raquel Abengozar
10.1038/s41586-019-1608-2,Kim JI,Jacqueline I.,Kim,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Jacqueline I. Kim
10.1038/s41586-019-1608-2,Shadaloey SA,Sorin A.,Shadaloey,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Sorin A. Shadaloey
10.1038/s41586-019-1608-2,Wu D,Dongling,Wu,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Dongling Wu
10.1038/s41586-019-1608-2,Preiss P,Pamela,Preiss,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Pamela Preiss
10.1038/s41586-019-1608-2,Verma N,Narendra,Verma,Saccharomyces,31578522,"Department of Medicine, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"462 1st Ave. # 6, New York, NY 10016, USA",Narendra Verma
10.1038/s41586-019-1608-2,Guo Y,Yuqi,Guo,Saccharomyces,31578522,"Department of Basic Science and Craniofacial Biology, New York University College of Dentistry, New York, NY, USA.",New York University College of Dentistry,"112 E W 11th St, New York, NY 10003, USA",Yuqi Guo
10.1038/s41586-019-1608-2,Saxena A,Anjana,Saxena,Saccharomyces,31578522,"Biology and Biochemistry Programs, Graduate Center CUNY, New York, NY, USA.",Unparsed,"365 5th Ave, New York, NY 10016, USA",Anjana Saxena
10.1038/s41586-019-1608-2,Vardhan M,Mridula,Vardhan,Saccharomyces,31578522,"Department of Basic Science and Craniofacial Biology, New York University College of Dentistry, New York, NY, USA.",New York University College of Dentistry,"112 E W 11th St, New York, NY 10003, USA",Mridula Vardhan
10.1038/s41586-019-1608-2,Diskin B,Brian,Diskin,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Brian Diskin
10.1038/s41586-019-1608-2,Wang W,Wei,Wang,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Wei Wang
10.1038/s41586-019-1608-2,Leinwand J,Joshua,Leinwand,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Joshua Leinwand
10.1038/s41586-019-1608-2,Kurz E,Emma,Kurz,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Emma Kurz
10.1038/s41586-019-1608-2,Kochen Rossi JA,Juan A.,Kochen Rossi,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Juan A. Kochen Rossi
10.1038/s41586-019-1608-2,Hundeyin M,Mautin,Hundeyin,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Mautin Hundeyin
10.1038/s41586-019-1608-2,Zambrinis C,Constantinos,Zambrinis,Saccharomyces,31578522,"S. Arthur Localio Laboratory, Department of Surgery, New York University School of Medicine, New York, NY, USA.",New York University School of Medicine,"160 E 34th St #3, New York, NY 10016, USA",Constantinos Zambrinis
