keyword,pubmed_id,doi,author_name,affiliation,institute,address
Chitinase,35234337,10.1002/alz.12612,Assetta B,"Department of Molecular Biology, Cell Biology, and Biochemistry, Brown University, Providence, Rhode Island, USA.",Brown University,"Providence, RI 02906, USA"
Chitinase,35234337,10.1002/alz.12612,Erdemir GA,"Department of Molecular Biology, Cell Biology, and Biochemistry, Brown University, Providence, Rhode Island, USA.",Brown University,"Providence, RI 02906, USA"
Chitinase,35234337,10.1002/alz.12612,Elias JA,"Department of Molecular Microbiology and Immunology, Brown University, Providence, Rhode Island, USA.",Brown University,"Providence, RI 02906, USA"
Chitinase,35234337,10.1002/alz.12612,Lee CG,"Department of Molecular Microbiology and Immunology, Brown University, Providence, Rhode Island, USA.",Brown University,"Providence, RI 02906, USA"
Chitinase,35234337,10.1002/alz.12612,Huang YA,"Center for Translational Neuroscience, Robert J. and Nancy D. Carney Institute for Brain Science and Brown Institute for Translational Science, Brown University, Providence, Rhode Island, USA.",Brown University,"Brown University, 164 Angell St 4th floor, Providence, RI 02906, USA"
Chitinase,32350087,10.1183/16000617.0143-2019,Dela Cruz CS,"Section of Pulmonary and Critical Care and Sleep Medicine, Dept of Medicine, Yale University School of Medicine, New Haven, CT, USA charles.delacruz@yale.edu.",Yale University School of Medicine,"300 Cedar St #441, New Haven, CT 06520, USA"
Chitinase,37255426,10.1128/iai.00549-22,Devlin JR,"Department of Microbiology and Immunology, University of Illinois Chicago, Chicago, Illinois, USA.",University of Illinois Chicago,"250 E Superior St #565, Chicago, IL 60611, USA"
Chitinase,37255426,10.1128/iai.00549-22,Behnsen J,"Department of Microbiology and Immunology, University of Illinois Chicago, Chicago, Illinois, USA.",University of Illinois Chicago,"250 E Superior St #565, Chicago, IL 60611, USA"
Chitinase,34056671,10.1007/s10886-021-01284-9,Han Y,"The Pennsylvania State University, Plant Science, University Park, PA, USA.",The Pennsylvania State University,"103 Tyson Bldg, University Park, PA 16802, USA"
Chitinase,34056671,10.1007/s10886-021-01284-9,Taylor EB,"Department of Physiology and Biophysics, The University of Mississippi Medical Center, Jackson, MS, 39216, USA.",The University of Mississippi Medical Center,"Emergency Room, 2500 N State St, Jackson, MS 39216, USA"
Chitinase,34056671,10.1007/s10886-021-01284-9,Luthe D,"The Pennsylvania State University, Plant Science, University Park, PA, USA. dsl14@psu.edu.",The Pennsylvania State University,"103 Tyson Bldg, University Park, PA 16802, USA"
Chitinase,37418242,10.1093/jambio/lxad141,Tran DM,"Institute of Biotechnology and Environment, Tay Nguyen University, Buon Ma Thuot, Dak Lak 630000, Vietnam.",Tay Nguyen University,"No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
Chitinase,37418242,10.1093/jambio/lxad141,Huynh TU,"Institute of Biotechnology and Environment, Tay Nguyen University, Buon Ma Thuot, Dak Lak 630000, Vietnam.",Tay Nguyen University,"No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
Chitinase,37418242,10.1093/jambio/lxad141,Nguyen TH,"Institute of Biotechnology and Environment, Tay Nguyen University, Buon Ma Thuot, Dak Lak 630000, Vietnam.",Tay Nguyen University,"No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
Chitinase,37418242,10.1093/jambio/lxad141,Do TO,"Institute of Biotechnology and Environment, Tay Nguyen University, Buon Ma Thuot, Dak Lak 630000, Vietnam.",Tay Nguyen University,"No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
Chitinase,37418242,10.1093/jambio/lxad141,Nguyen QV,"Institute of Biotechnology and Environment, Tay Nguyen University, Buon Ma Thuot, Dak Lak 630000, Vietnam.",Tay Nguyen University,"No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
Chitinase,37418242,10.1093/jambio/lxad141,Nguyen AD,"Institute of Biotechnology and Environment, Tay Nguyen University, Buon Ma Thuot, Dak Lak 630000, Vietnam.",Tay Nguyen University,"No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
Chitinase,35481637,10.1002/pro.4289,Kaur H,"Section of Infectious Diseases, Department of Internal Medicine, Yale School of Medicine, New Haven, Connecticut, USA.",Yale School of Medicine,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
Chitinase,35481637,10.1002/pro.4289,Garber L,"Section of Infectious Diseases, Department of Internal Medicine, Yale School of Medicine, New Haven, Connecticut, USA.",Yale School of Medicine,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
Chitinase,35481637,10.1002/pro.4289,Murphy JW,"Department of Pharmacology, Yale University School of Medicine, New Haven, Connecticut, USA.",Yale University School of Medicine,"B208, 333 Cedar St Sterling Hall of Medicine, New Haven, CT 06510, USA"
Chitinase,35481637,10.1002/pro.4289,Vinetz JM,"Section of Infectious Diseases, Department of Internal Medicine, Yale School of Medicine, New Haven, Connecticut, USA.",Yale School of Medicine,"800 Howard Ave 4th floor, New Haven, CT 06519, USA"
Chitinase,37465025,10.3389/fmicb.2023.1121720,Ran L,"Frontiers Science Center for Deep Ocean Multispheres and Earth System, College of Marine Life Sciences, Ocean University of China, Qingdao, China.",Ocean University of China,"387P+466, Da Xue Lu, Shi Nan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266005"
Chitinase,37465025,10.3389/fmicb.2023.1121720,Wang X,"Frontiers Science Center for Deep Ocean Multispheres and Earth System, College of Marine Life Sciences, Ocean University of China, Qingdao, China.",Ocean University of China,"387P+466, Da Xue Lu, Shi Nan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266005"
Chitinase,37465025,10.3389/fmicb.2023.1121720,He X,"Frontiers Science Center for Deep Ocean Multispheres and Earth System, College of Marine Life Sciences, Ocean University of China, Qingdao, China.",Ocean University of China,"387P+466, Da Xue Lu, Shi Nan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266005"
Chitinase,37465025,10.3389/fmicb.2023.1121720,Guo R,"Frontiers Science Center for Deep Ocean Multispheres and Earth System, College of Marine Life Sciences, Ocean University of China, Qingdao, China.",Ocean University of China,"387P+466, Da Xue Lu, Shi Nan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266005"
Chitinase,37465025,10.3389/fmicb.2023.1121720,Wu Y,"Frontiers Science Center for Deep Ocean Multispheres and Earth System, College of Marine Life Sciences, Ocean University of China, Qingdao, China.",Ocean University of China,"387P+466, Da Xue Lu, Shi Nan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266005"
Chitinase,37465025,10.3389/fmicb.2023.1121720,Zhang P,"Frontiers Science Center for Deep Ocean Multispheres and Earth System, College of Marine Life Sciences, Ocean University of China, Qingdao, China.",Ocean University of China,"387P+466, Da Xue Lu, Shi Nan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266005"
Chitinase,37465025,10.3389/fmicb.2023.1121720,Zhang XH,"Institute of Evolution & Marine Biodiversity, Ocean University of China, Qingdao, China.",Ocean University of China,"China, Shan Dong Sheng, Qing Dao Shi, Shi Nan Qu, 学院路387Q+R57 邮政编码: 266005"
Chitinase,37050169,10.3390/plants12071543,He T,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
Chitinase,37050169,10.3390/plants12071543,Fan J,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
Chitinase,37050169,10.3390/plants12071543,Jiao G,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
Chitinase,37050169,10.3390/plants12071543,Liu Y,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
Chitinase,37050169,10.3390/plants12071543,Zhang Q,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
Chitinase,37050169,10.3390/plants12071543,Luo N,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
Chitinase,37050169,10.3390/plants12071543,Ahmad B,"Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences, Shenzhen 518120, China.",Agricultural Genomics Institute at Shenzhen,"China, Guang Dong Sheng, Shen Zhen Shi, Long Gang Qu, 15, 东北方向120米 邮政编码: 518120"
Chitinase,37050169,10.3390/plants12071543,Chen Q,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
Chitinase,37050169,10.3390/plants12071543,Wen Z,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China.",Fujian Agriculture and Forestry University,"China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
β-Glucosidase,37374889,10.3390/microorganisms11061387,Wang C,"Center for Anaerobic Microbes, Institute of Biology, Gansu Academy of Sciences, Lanzhou 730000, China.",Institute of Biology,"Institute of Biology, Diliman, Quezon City, Metro Manila, Philippines"
β-Glucosidase,37374889,10.3390/microorganisms11061387,Yang Y,"Beijing Animal Husbandry Station, Beijing 100107, China.",Unparsed,"China, Bei Jing Shi, Chao Yang Qu, CN 北京市 朝阳区 北苑路 15 甲15号 邮政编码: 102218"
β-Glucosidase,37374889,10.3390/microorganisms11061387,Ma C,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China.",Gansu Agricultural University,"3MQX+8R5, Bei Bin He Xi Lu, An Ning Qu, Lan Zhou Shi, Gan Su Sheng, China, 730070"
β-Glucosidase,37374889,10.3390/microorganisms11061387,Sunkang Y,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China.",Gansu Agricultural University,"3MQX+8R5, Bei Bin He Xi Lu, An Ning Qu, Lan Zhou Shi, Gan Su Sheng, China, 730070"
β-Glucosidase,37374889,10.3390/microorganisms11061387,Tang S,"Beijing Animal Husbandry Station, Beijing 100107, China.",Unparsed,"China, Bei Jing Shi, Chao Yang Qu, CN 北京市 朝阳区 北苑路 15 甲15号 邮政编码: 102218"
β-Glucosidase,37374889,10.3390/microorganisms11061387,Zhang Z,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China.",Gansu Agricultural University,"3MQX+8R5, Bei Bin He Xi Lu, An Ning Qu, Lan Zhou Shi, Gan Su Sheng, China, 730070"
β-Glucosidase,37374889,10.3390/microorganisms11061387,Wan X,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China.",Gansu Agricultural University,"3MQX+8R5, Bei Bin He Xi Lu, An Ning Qu, Lan Zhou Shi, Gan Su Sheng, China, 730070"
β-Glucosidase,37374889,10.3390/microorganisms11061387,Wei Y,"Center for Anaerobic Microbes, Institute of Biology, Gansu Academy of Sciences, Lanzhou 730000, China.",Institute of Biology,"Institute of Biology, Diliman, Quezon City, Metro Manila, Philippines"
β-Glucosidase,35224403,10.1021/acsomega.2c00139,Morsby JJ,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
β-Glucosidase,35224403,10.1021/acsomega.2c00139,Thimes RL,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
β-Glucosidase,35224403,10.1021/acsomega.2c00139,Olson JE,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
β-Glucosidase,35224403,10.1021/acsomega.2c00139,McGarraugh HH,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
β-Glucosidase,35224403,10.1021/acsomega.2c00139,Payne JN,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
β-Glucosidase,35224403,10.1021/acsomega.2c00139,Camden JP,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
β-Glucosidase,35224403,10.1021/acsomega.2c00139,Smith BD,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, Unites States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
β-Glucosidase,37643188,10.1371/journal.pone.0286609,Burgess ER,"Entomology and Nematology Department, University of Florida, Gainesville, FL, United States of America.",University of Florida,"1881 Natural Area Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37643188,10.1371/journal.pone.0286609,Sanscrainte ND,"USDA-ARS Center for Medical, Agricultural, and Veterinary Entomology, Gainesville, FL, United States of America.",Unparsed,"USDA01, 1600 SW 23 Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37643188,10.1371/journal.pone.0286609,Taylor CE,"Entomology and Nematology Department, University of Florida, Gainesville, FL, United States of America.",University of Florida,"1881 Natural Area Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37643188,10.1371/journal.pone.0286609,Buss LJ,"Entomology and Nematology Department, University of Florida, Gainesville, FL, United States of America.",University of Florida,"1881 Natural Area Dr, Gainesville, FL 32608, USA"
β-Glucosidase,37643188,10.1371/journal.pone.0286609,Estep AS,"USDA-ARS Center for Medical, Agricultural, and Veterinary Entomology, Gainesville, FL, United States of America.",Unparsed,"USDA01, 1600 SW 23 Dr, Gainesville, FL 32608, USA"
Glucosidase,36991150,10.1038/s41598-023-32353-6,Singh N,"Discipline of Microbiology, School of Life Sciences, Westville Campus, University of KwaZulu-Natal, Durban, South Africa. nivistisingh@gmail.com.",University of KwaZulu-Natal,"238 Mazisi Kunene Rd, Glenwood, Durban, 4041, South Africa"
Glucosidase,36991150,10.1038/s41598-023-32353-6,Sithole B,"Biorefinery Industry Development Facility, Council for Scientific and Industrial Research, Durban, South Africa.",Unparsed,"395 Mazisi Kunene Rd, University, Berea, 4041, South Africa"
Glucosidase,36991150,10.1038/s41598-023-32353-6,Kumar A,"Discipline of Microbiology, School of Life Sciences, Westville Campus, University of KwaZulu-Natal, Durban, South Africa.",University of KwaZulu-Natal,"Pitlochry Rd, Dawncrest, Westville, 3629, South Africa"
Glucosidase,36991150,10.1038/s41598-023-32353-6,Govinden R,"Discipline of Microbiology, School of Life Sciences, Westville Campus, University of KwaZulu-Natal, Durban, South Africa.",University of KwaZulu-Natal,"Pitlochry Rd, Dawncrest, Westville, 3629, South Africa"
Glucosidase,37764324,10.3390/molecules28186548,Khushal A,"Department of Chemistry, COMSATS University Islamabad, Abbottabad Campus, Abbottabad 22060, Pakistan.",COMSATS University Islamabad,"hostel city Line 12, Park Rd, Islamabad, Islamabad Capital Territory 45550, Pakistan"
Glucosidase,37764324,10.3390/molecules28186548,Farooq U,"Beijing National Laboratory for Molecular Sciences, State Key Laboratory of Molecular Reaction Dynamics, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China.",Institute of Chemistry,"University of California, Irvine, 4403 - Natural Science I, Irvine, CA 92697, USA"
Glucosidase,37764324,10.3390/molecules28186548,Khan S,"Department of Chemistry, COMSATS University Islamabad, Abbottabad Campus, Abbottabad 22060, Pakistan.",COMSATS University Islamabad,"hostel city Line 12, Park Rd, Islamabad, Islamabad Capital Territory 45550, Pakistan"
Glucosidase,37764324,10.3390/molecules28186548,Rasul A,"Department of Zoology, GC University Faisalabad, Faisalabad 38000, Pakistan.",GC University Faisalabad,"Government College University, Zoology Block, Gurunanakpura, Faisalabad, Punjab 38000, Pakistan"
Glucosidase,37764324,10.3390/molecules28186548,Wani TA,"Department of Pharmaceutical Chemistry, College of Pharmacy, King Saud University, P.O. Box 2457, Riyadh 11451, Saudi Arabia.",King Saud University,"JMMH+8P8, Amr Ibn Alaas St, Ulaishah, Riyadh 12743, Saudi Arabia"
Glucosidase,37764324,10.3390/molecules28186548,Zargar S,"Department of Biochemistry, College of Science, King Saud University, P.O. Box 22452, Riyadh 11451, Saudi Arabia.",King Saud University,"JMMH+8P8, Amr Ibn Alaas St, Ulaishah, Riyadh 12743, Saudi Arabia"
Glucosidase,37764324,10.3390/molecules28186548,Shahzad SA,"Department of Chemistry, COMSATS University Islamabad, Abbottabad Campus, Abbottabad 22060, Pakistan.",COMSATS University Islamabad,"hostel city Line 12, Park Rd, Islamabad, Islamabad Capital Territory 45550, Pakistan"
Glucosidase,37764324,10.3390/molecules28186548,Bukhari SM,"Department of Chemistry, COMSATS University Islamabad, Abbottabad Campus, Abbottabad 22060, Pakistan.",COMSATS University Islamabad,"hostel city Line 12, Park Rd, Islamabad, Islamabad Capital Territory 45550, Pakistan"
Glucosidase,37764324,10.3390/molecules28186548,Khan NA,"Department of Chemistry, COMSATS University Islamabad, Abbottabad Campus, Abbottabad 22060, Pakistan.",COMSATS University Islamabad,"hostel city Line 12, Park Rd, Islamabad, Islamabad Capital Territory 45550, Pakistan"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Liu X,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Gong S,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Ning Y,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Li Y,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Zhou H,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,He L,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Lin L,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Jin S,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Shen Z,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Zhu B,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Li F,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Li J,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Tan X,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Jiao X,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China.",Fudan University,"180 Feng Lin Lu, Xu Hui Qu, Shang Hai Shi, China, 200031"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Shi Y,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China. shi.yiqin@zs-hospital.sh.cn.",Fudan University,"220 Han Dan Lu, Yang Pu Qu, Shang Hai Shi, China, 200437"
Glucosaminidase,37452282,10.1186/s12882-023-03262-7,Ding X,"Department of Nephrology, Zhongshan Hospital, Fudan University, No.180, Fenglin Road, Xuhui District, Shanghai, 200032, China. ding.xiaoqiang@zs-hospital.sh.cn.",Fudan University,"220 Han Dan Lu, Yang Pu Qu, Shang Hai Shi, China, 200437"
Glucosaminidase,37106631,10.3390/bioengineering10040444,Novak R,"Center for Translational and Clinical Research, Department of Proteomics, School of Medicine, University of Zagreb, 10000 Zagreb, Croatia.",University of Zagreb,"10000, Gornji Grad - Medveščak, Zagreb, Croatia"
Glucosaminidase,37106631,10.3390/bioengineering10040444,Salai G,"Department of Pulmonology, University Hospital Dubrava, 10000 Zagreb, Croatia.",University Hospital Dubrava,"Avenija Gojka Šuška 6, 10000, Zagreb, Croatia"
Glucosaminidase,37106631,10.3390/bioengineering10040444,Hrkac S,"Department of of Clinical Immunology, Allergology and Rheumatology, University Hospital Dubrava, 10000 Zagreb, Croatia.",University Hospital Dubrava,"Avenija Gojka Šuška 6, 10000, Zagreb, Croatia"
Glucosaminidase,37106631,10.3390/bioengineering10040444,Vojtusek IK,"Department of Nephrology, Arterial Hypertension, Dialysis and Transplantation, University Hospital Center Zagreb, 10000 Zagreb, Croatia.",University Hospital Center Zagreb,"Ulica Mije Kišpatića 12, 10000, Zagreb, Croatia"
Glucosaminidase,37106631,10.3390/bioengineering10040444,Grgurevic L,"Department of Anatomy, ""Drago Perovic"", School of Medicine, University of Zagreb, 10000 Zagreb, Croatia.",University of Zagreb,"10000, Gornji Grad - Medveščak, Zagreb, Croatia"
Glucosaminidase,37383593,10.4239/wjd.v14.i6.883,Lin ZH,"Department of Endocrinology, Wenzhou Hospital of Traditional Chinese Medicine Affiliated to Zhejiang University of Traditional Chinese Medicine, Wenzhou 325000, Zhejiang Province, China.",Wenzhou Hospital of Traditional Chinese Medicine Affiliated to Zhejiang University of Traditional Chinese Medicine,"China, Zhe Jiang Sheng, Wen Zhou Shi, Lu Cheng Qu, 蚊尾路六虹钢材市场西大门对面 邮政编码: 325029"
Glucosaminidase,37383593,10.4239/wjd.v14.i6.883,Dai SF,"Department of Endocrinology, Wenzhou Hospital of Traditional Chinese Medicine Affiliated to Zhejiang University of Traditional Chinese Medicine, Wenzhou 325000, Zhejiang Province, China.",Wenzhou Hospital of Traditional Chinese Medicine Affiliated to Zhejiang University of Traditional Chinese Medicine,"China, Zhe Jiang Sheng, Wen Zhou Shi, Lu Cheng Qu, 蚊尾路六虹钢材市场西大门对面 邮政编码: 325029"
Glucosaminidase,37383593,10.4239/wjd.v14.i6.883,Zhao JN,"Department of Endocrinology, Yongjia Hospital of Traditional Chinese Medicine, Wenzhou 325000, Zhejiang Province, China.",Unparsed,"27 Da Shi Men, Lu Cheng Qu, Wen Zhou Shi, Zhe Jiang Sheng, China, 325099"
Glucosaminidase,37383593,10.4239/wjd.v14.i6.883,Jiang Y,"Department of Acupuncture, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou 325000, Zhejiang Province, China. jyygl9397@126.com.",The First Affiliated Hospital of Wenzhou Medical University,"Ouhai District, Wenzhou, China, 325015"
Glucosaminidase,35302753,10.1021/acs.bioconjchem.2c00057,Morsby JJ,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, United States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
Glucosaminidase,35302753,10.1021/acs.bioconjchem.2c00057,Smith BD,"Department of Chemistry and Biochemistry, University of Notre Dame, 251 Nieuwland Science Hall, Notre Dame, Indiana 46556-5670, United States.",University of Notre Dame,"Holy Cross Dr, Notre Dame, IN 46556, USA"
Glucosaminidase,36757204,10.1128/jb.00428-22,Weaver A,"Department of Microbiology, Blavatnik Institute, Harvard Medical School, Boston, Massachusetts, USA.",Blavatnik Institute,"Building C, 240 Longwood Ave, Boston, MA 02115, USA"
Glucosaminidase,36757204,10.1128/jb.00428-22,Taguchi A,"SANKEN (The Institute of Scientific and Industrial Research), Osaka University, Ibaraki, Osaka, Japan.",Osaka University,"8-1 Mihogaoka, Ibaraki, Osaka 567-0047, Japan"
Glucosaminidase,36757204,10.1128/jb.00428-22,Dörr T,"Cornell Institute of Host-Microbe Interactions and Disease, Cornell University, Ithaca, New York, USA.",Cornell University,"304, Rice Hall, 340 Tower Rd, Ithaca, NY 14853, USA"
Glucosaminidase,37488890,10.4103/1673-5374.377606,Rouse CJ,"Lacerta Therapeutics, Alachua, FL, USA.",Unparsed,"14189 N W 129th Way, Alachua, FL 32615, USA"
Glucosaminidase,37488890,10.4103/1673-5374.377606,Jensen VN,"Lacerta Therapeutics, Alachua, FL, USA.",Unparsed,"14189 N W 129th Way, Alachua, FL 32615, USA"
Glucosaminidase,37488890,10.4103/1673-5374.377606,Heldermon CD,"University of Florida College of Medicine, Gainesville, FL, USA.",University of Florida College of Medicine,"1600 SW Archer Rd, Gainesville, FL 32610, USA"
Glucosaminidase,35128320,10.1007/s42773-021-00093-3,Ducey TF,"Coastal Plains Soil, Water, and Plant Research Center, Agricultural Research Service-USDA, Florence SC, USA.",Unparsed,"2611 W Lucas St, Florence, SC 29501, USA"
