keyword,pubmed_id,doi,author_name,given_name,family_name,affiliation,institute,address
Glucosaminidase,36861850,10.1111/iej.13911,Lima BP,Matthew,Dietz,"Division of Basic Sciences, Department of Diagnostic and Biological Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,10.1111/iej.13911,Lima BP,Bruno P.,Lima,"Division of Basic Sciences, Department of Diagnostic and Biological Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,10.1111/iej.13911,Lima BP,Christopher,Staley,"Division of Basic Sciences, Department of Diagnostic and Biological Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,10.1111/iej.13911,Staley C,Ronald,Ordinola‐Zapata,"Division of Basic & Translational Research, Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,10.1111/iej.13911,Staley C,Massimo,Costalonga,"Division of Basic & Translational Research, Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,10.1111/iej.13911,Staley C,Matthew,Dietz,"Division of Basic & Translational Research, Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,10.1111/iej.13911,Staley C,Bruno P.,Lima,"Division of Basic & Translational Research, Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36861850,10.1111/iej.13911,Staley C,Christopher,Staley,"Division of Basic & Translational Research, Department of Surgery, University of Minnesota, Minneapolis, Minnesota, USA.",University of Minnesota,"McGuire Translational Research Facility, 2001 6th St SE, Minneapolis, MN 55455, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Victoria A.,Lund,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Haneesh,Gangotra,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Zhen,Zhao,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Joshua A. F.,Sutton,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Katarzyna,Wacnik,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Kristen,DeMeester,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Hai,Liang,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Cintia,Santiago,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Catherine,Leimkuhler Grimes,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Simon,Jones,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Lund VA,Simon J.,Foster,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Victoria A.,Lund,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Haneesh,Gangotra,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Zhen,Zhao,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Joshua A. F.,Sutton,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Katarzyna,Wacnik,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Kristen,DeMeester,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Hai,Liang,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Cintia,Santiago,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Catherine,Leimkuhler Grimes,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Simon,Jones,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Gangotra H,Simon J.,Foster,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Victoria A.,Lund,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Haneesh,Gangotra,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Zhen,Zhao,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Joshua A. F.,Sutton,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Katarzyna,Wacnik,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Kristen,DeMeester,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Hai,Liang,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Cintia,Santiago,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Catherine,Leimkuhler Grimes,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Simon,Jones,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Zhao Z,Simon J.,Foster,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Victoria A.,Lund,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Haneesh,Gangotra,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Zhen,Zhao,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Joshua A. F.,Sutton,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Katarzyna,Wacnik,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Kristen,DeMeester,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Hai,Liang,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Cintia,Santiago,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Catherine,Leimkuhler Grimes,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Simon,Jones,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Sutton JAF,Simon J.,Foster,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Victoria A.,Lund,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Haneesh,Gangotra,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Zhen,Zhao,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Joshua A. F.,Sutton,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Katarzyna,Wacnik,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Kristen,DeMeester,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Hai,Liang,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Cintia,Santiago,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Catherine,Leimkuhler Grimes,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Simon,Jones,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Wacnik K,Simon J.,Foster,"The Florey Institute for Host-Pathogen Interactions, University of Sheffield, Sheffield S10 2TN, United Kingdom.",University of Sheffield,"Sheffield S10 2TN, UK"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Victoria A.,Lund,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Haneesh,Gangotra,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Zhen,Zhao,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Joshua A. F.,Sutton,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Katarzyna,Wacnik,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Kristen,DeMeester,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Hai,Liang,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Cintia,Santiago,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Catherine,Leimkuhler Grimes,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Simon,Jones,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,DeMeester K,Simon J.,Foster,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Victoria A.,Lund,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Haneesh,Gangotra,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Zhen,Zhao,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Joshua A. F.,Sutton,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Katarzyna,Wacnik,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Kristen,DeMeester,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Hai,Liang,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Cintia,Santiago,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Catherine,Leimkuhler Grimes,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Simon,Jones,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Liang H,Simon J.,Foster,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Victoria A.,Lund,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Haneesh,Gangotra,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Zhen,Zhao,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Joshua A. F.,Sutton,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Katarzyna,Wacnik,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Kristen,DeMeester,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Hai,Liang,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Cintia,Santiago,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Catherine,Leimkuhler Grimes,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Simon,Jones,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Santiago C,Simon J.,Foster,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Victoria A.,Lund,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Haneesh,Gangotra,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Zhen,Zhao,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Joshua A. F.,Sutton,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Katarzyna,Wacnik,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Kristen,DeMeester,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Hai,Liang,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Cintia,Santiago,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Catherine,Leimkuhler Grimes,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Simon,Jones,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Leimkuhler Grimes C,Simon J.,Foster,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States.",University of Delaware,"Brown Laboratory, Newark, DE 19716, USA"
Glucosaminidase,36414253,10.1021/acschembio.2c00741,Jones S,Victoria A.,Lund,"The Department of Chemistry, University of Sheffield, Sheffield S3 7HF, United Kingdom.",University of Sheffield,"Dainton Building, The University of Sheffield, Brook Hill, Sheffield S3 7HF, UK"
