keyword,pubmedId,articleTitle,author_name,affiliation,institute,address
Mannoprotein,31187991,Polyphenol-Protein-Polysaccharide Interactions in the Presence of Carboxymethyl Cellulose (CMC) in Wine-Like Model Systems,Sommer S,"Viticulture and Enology Research Center , California State University , 2360 East Barstow Avenue , Fresno , California 93740 , United States.",California State University ,"2703 E Barstow Ave M/S JC 133, Fresno, CA 93740, USA"
Mannoprotein,31187991,Polyphenol-Protein-Polysaccharide Interactions in the Presence of Carboxymethyl Cellulose (CMC) in Wine-Like Model Systems,Harbertson JF,"Viticulture and Enology Program, Wine Science Center , Washington State University , Richland , Washington 99354 , United States.",Washington State University ,"University Dr, Richland, WA 99354, USA"
α-Glucan,29551572,Flying under the radar: Histoplasma capsulatum avoidance of innate immune recognition,Ray SC,"Ohio State University, Columbus, OH, 43210, USA. Electronic address: ray.550@osu.edu.",Ohio State University,"Northwood-High Bldg, 2231 N High St #200, Columbus, OH 43201, USA"
α-Glucan,29551572,Flying under the radar: Histoplasma capsulatum avoidance of innate immune recognition,Rappleye CA,"Ohio State University, Columbus, OH, 43210, USA. Electronic address: rappleye.1@osu.edu.",Ohio State University,"Northwood-High Bldg, 2231 N High St #200, Columbus, OH 43201, USA"
α-Glucan,36448710,"Phenanthroline Catalysis in Stereoselective 1,2-",Li J,"Department of Chemistry, Wayne State University 5101 Cass Avenue, Detroit, Michigan 48202, United States.",Wayne State University 5101 Cass Avenue,"5101 Cass Ave, Detroit, MI 48202, USA"
α-Glucan,36448710,"Phenanthroline Catalysis in Stereoselective 1,2-",Nguyen HM,"Department of Chemistry, Wayne State University 5101 Cass Avenue, Detroit, Michigan 48202, United States.",Wayne State University 5101 Cass Avenue,"5101 Cass Ave, Detroit, MI 48202, USA"
α-Glucan,32825708,Development and Physical Characterization of α-Glucan Nanoparticles,Evans KO,"Renewable Product Technology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N, University Street, Peoria, IL 61604, USA.",University Street,"Irvine, CA 92697, USA"
α-Glucan,32825708,Development and Physical Characterization of α-Glucan Nanoparticles,Skory C,"Renewable Product Technology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N, University Street, Peoria, IL 61604, USA.",University Street,"Irvine, CA 92697, USA"
α-Glucan,32825708,Development and Physical Characterization of α-Glucan Nanoparticles,Compton DL,"Renewable Product Technology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N, University Street, Peoria, IL 61604, USA.",University Street,"Irvine, CA 92697, USA"
α-Glucan,32825708,Development and Physical Characterization of α-Glucan Nanoparticles,Cormier R,"Renewable Product Technology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N, University Street, Peoria, IL 61604, USA.",University Street,"Irvine, CA 92697, USA"
α-Glucan,32825708,Development and Physical Characterization of α-Glucan Nanoparticles,Côté GL,"Renewable Product Technology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N, University Street, Peoria, IL 61604, USA.",University Street,"Irvine, CA 92697, USA"
α-Glucan,32825708,Development and Physical Characterization of α-Glucan Nanoparticles,Kim S,"Plant Polymer Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N. University Street, Peoria, IL 61604, USA.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
α-Glucan,32825708,Development and Physical Characterization of α-Glucan Nanoparticles,Appell M,"Mycotoxin Prevention and Applied Microbiology Research Unit, National Center for Agricultural Utilization Research, USDA, 1815 N. University Street, Peoria, IL 61604, USA.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
α-Glucan,38020725,Biophysical characterization of ,Evans KO,"USDA, Agricultural Research Service, National Center of Agricultural Utilization Research, Renewable Product Technology Research Unit, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
α-Glucan,38020725,Biophysical characterization of ,Compton DL,"USDA, Agricultural Research Service, National Center of Agricultural Utilization Research, Renewable Product Technology Research Unit, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
α-Glucan,38020725,Biophysical characterization of ,Skory CD,"USDA, Agricultural Research Service, National Center of Agricultural Utilization Research, Renewable Product Technology Research Unit, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
α-Glucan,38020725,Biophysical characterization of ,Appell M,"Mycotoxin Prevention and Applied Microbiology Research, 1815 N. University Street, Peoria, IL 61604, United States of America.",1815 N. University Street,"1815 N University St, Peoria, IL 61604, USA"
α-Glucan,36456471,"Abundant copathologies of polyglucosan bodies, frontotemporal lobar degeneration with TDP-43 inclusions and ageing-related tau astrogliopathy in a family with a GBE1 mutation",Uemura MT,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
α-Glucan,36456471,"Abundant copathologies of polyglucosan bodies, frontotemporal lobar degeneration with TDP-43 inclusions and ageing-related tau astrogliopathy in a family with a GBE1 mutation",Suh ER,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
α-Glucan,36456471,"Abundant copathologies of polyglucosan bodies, frontotemporal lobar degeneration with TDP-43 inclusions and ageing-related tau astrogliopathy in a family with a GBE1 mutation",Robinson JL,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
α-Glucan,36456471,"Abundant copathologies of polyglucosan bodies, frontotemporal lobar degeneration with TDP-43 inclusions and ageing-related tau astrogliopathy in a family with a GBE1 mutation",Brunden KR,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
α-Glucan,36456471,"Abundant copathologies of polyglucosan bodies, frontotemporal lobar degeneration with TDP-43 inclusions and ageing-related tau astrogliopathy in a family with a GBE1 mutation",Grossman M,"Penn Frontotemporal Degeneration Center, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"South Pavilion, 3400 Civic Center Blvd 2nd Floor, Philadelphia, PA 19104, USA"
α-Glucan,36456471,"Abundant copathologies of polyglucosan bodies, frontotemporal lobar degeneration with TDP-43 inclusions and ageing-related tau astrogliopathy in a family with a GBE1 mutation",Irwin DJ,"Penn Digital Neuropathology Laboratory, Department of Neurology, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"South Pavilion, 3400 Civic Center Blvd 2nd Floor, Philadelphia, PA 19104, USA"
α-Glucan,36456471,"Abundant copathologies of polyglucosan bodies, frontotemporal lobar degeneration with TDP-43 inclusions and ageing-related tau astrogliopathy in a family with a GBE1 mutation",Lee VM,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
α-Glucan,36456471,"Abundant copathologies of polyglucosan bodies, frontotemporal lobar degeneration with TDP-43 inclusions and ageing-related tau astrogliopathy in a family with a GBE1 mutation",Trojanowski JQ,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
α-Glucan,36456471,"Abundant copathologies of polyglucosan bodies, frontotemporal lobar degeneration with TDP-43 inclusions and ageing-related tau astrogliopathy in a family with a GBE1 mutation",Lee EB,"Translational Neuropathology Research Laboratory, Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"125 S 31st St, Philadelphia, PA 19104, USA"
α-Glucan,36456471,"Abundant copathologies of polyglucosan bodies, frontotemporal lobar degeneration with TDP-43 inclusions and ageing-related tau astrogliopathy in a family with a GBE1 mutation",Van Deerlin VM,"Department of Pathology and Laboratory Medicine, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, Pennsylvania, USA.",Perelman School of Medicine at the University of Pennsylvania,"3400 Spruce St, Philadelphia, PA 19104, USA"
GPI-Anchored Proteins,36294667,Calcineurin Inhibitors Synergize with Manogepix to Kill Diverse Human Fungal Pathogens,Kapoor M,"Pfizer Inc., San Diego, CA 92121, USA.",Unparsed,"10555 Science Center Dr, San Diego, CA 92121, USA"
GPI-Anchored Proteins,36294667,Calcineurin Inhibitors Synergize with Manogepix to Kill Diverse Human Fungal Pathogens,Shaw KJ,"Hearts Consulting Group, LLC, Poway, CA 92064, USA.",Unparsed,"13332 Via Stephen, Poway, CA 92064, USA"
GPI-Anchored Proteins,35427801,"Composition and abundance of midgut surface proteins in the Asian citrus psyllid, Diaphorina citri",Tavares CS,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA"
GPI-Anchored Proteins,35427801,"Composition and abundance of midgut surface proteins in the Asian citrus psyllid, Diaphorina citri",Mishra R,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA"
GPI-Anchored Proteins,35427801,"Composition and abundance of midgut surface proteins in the Asian citrus psyllid, Diaphorina citri",Ghobrial PN,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA"
GPI-Anchored Proteins,35427801,"Composition and abundance of midgut surface proteins in the Asian citrus psyllid, Diaphorina citri",Bonning BC,"Department of Entomology and Nematology, University of Florida, PO Box 110620, Gainesville, Florida 32611, USA. Electronic address: bbonning@ufl.edu.",University of Florida,"925 NW 56th Terrace A, Gainesville, FL 32605, USA"
GPI-Anchored Proteins,32844210,Analysis of GPI-anchored proteins involved in germline stem cell proliferation in the Caenorhabditis elegans germline stem cell niche,Murata D,"Department of Cell Biology, Johns Hopkins University School of Medicine, 725 N. Wolfe Street, 113 Hunterian, Baltimore, MD 21205, USA.",Johns Hopkins University School of Medicine,"Church Professional Office Building, 98 N Broadway #300, Baltimore, MD 21231, USA"
GPI-Anchored Proteins,33715494,Transcriptome analysis reveals sexual disparities in gene expression in rat brain microvessels,Chandra PK,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
GPI-Anchored Proteins,33715494,Transcriptome analysis reveals sexual disparities in gene expression in rat brain microvessels,Cikic S,"Department of Pharmacology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"131 S. Robertson Building, 131 S Robertson St, New Orleans, LA 70112, USA"
GPI-Anchored Proteins,33715494,Transcriptome analysis reveals sexual disparities in gene expression in rat brain microvessels,Baddoo MC,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA"
GPI-Anchored Proteins,33715494,Transcriptome analysis reveals sexual disparities in gene expression in rat brain microvessels,Rutkai I,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA"
GPI-Anchored Proteins,33715494,Transcriptome analysis reveals sexual disparities in gene expression in rat brain microvessels,Guidry JJ,"Tulane Brain Institute, Tulane University, New Orleans, LA, USA.",Tulane University,"1415 Tulane Ave Suite 501, New Orleans, LA 70112, USA"
GPI-Anchored Proteins,33715494,Transcriptome analysis reveals sexual disparities in gene expression in rat brain microvessels,Flemington EK,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA"
GPI-Anchored Proteins,33715494,Transcriptome analysis reveals sexual disparities in gene expression in rat brain microvessels,Katakam PV,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA"
GPI-Anchored Proteins,33715494,Transcriptome analysis reveals sexual disparities in gene expression in rat brain microvessels,Busija DW,"Department of Pathology, Tulane University School of Medicine, New Orleans, LA, USA.",Tulane University School of Medicine,"1430 Tulane Ave, New Orleans, LA 70112, USA"
GPI-Anchored Proteins,35867835,Active emulsions in living cell membranes driven by contractile stresses and transbilayer coupling,Saha S,"Cardiovascular Research Institute, University of California, San Francisco, CA 94158.",University of California,"555 Mission Bay Boulevard South, San Francisco, CA 94158, USA"
GPI-Anchored Proteins,35867835,Active emulsions in living cell membranes driven by contractile stresses and transbilayer coupling,Das A,"Department of Physics and Center for Theoretical Biological Physics, Northeastern University, Boston, MA 02115.",Northeastern University,"Dana Research Center, 100 Forsyth St #111, Boston, MA 02115, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Poli V,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA.",Harvard Medical School,"300 Longwood Ave Fegan 6, Boston, MA 02115, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Shrock E,"Harvard Medical School, Boston, MA, USA; Howard Hughes Medical Institute, Division of Genetics, Brigham and Women's Hospital, Program in Virology, Boston, MA, USA.",USA; Howard Hughes Medical Institute,"4000 Jones Bridge Rd, Chevy Chase, MD 20815, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Spreafico R,"Institute for Quantitative and Computational Biosciences, University of California, Los Angeles, Los Angeles, CA, USA.",University of California,"621 Charles E Young Dr S, Los Angeles, CA 90024, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Liu X,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Pishesha N,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Carpenet C,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Chou J,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA.",Harvard Medical School,"300 Longwood Ave Fegan 6, Boston, MA 02115, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Di Gioia M,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA.",Harvard Medical School,"300 Longwood Ave Fegan 6, Boston, MA 02115, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,McGrath ME,"University of Maryland School of Medicine, Department of Microbiology and Immunology, Baltimore, MD, USA.",University of Maryland School of Medicine,"615 N Wolfe St, Baltimore, MD 21205, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Dillen CA,"University of Maryland School of Medicine, Department of Microbiology and Immunology, Baltimore, MD, USA.",University of Maryland School of Medicine,"615 N Wolfe St, Baltimore, MD 21205, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Barrett NA,"Harvard Medical School, Boston, MA, USA; Brigham and Women's Hospital, Division of Allergy and Clinical Immunology, Boston, MA, USA.",Harvard Medical School,"850 Boylston St # 540, Chestnut Hill, MA 02467, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Pucci F,"Department of Otolaryngology-Head and Neck Surgery, Department of Cell, Developmental & Cancer Biology, Knight Cancer Institute, Oregon Health & Science University, Portland, OR, USA.",Oregon Health & Science University,"OHSU Physicians Pavilion, 3270 SW Pavilion Loop Suite 250, Portland, OR 97239, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Kruppa MD,"Department of Biomedical Sciences, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Ma Z,"Department of Surgery, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Lowman DW,"Department of Surgery, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Ensley HE,"Department of Surgery, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Nanishi E,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA.",Harvard Medical School,"55 Heath St, Boston, MA 02130, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Saito Y,"Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA.",Unparsed,"300 Longwood Ave, Boston, MA 02115, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,O'Meara TR,"Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA.",Unparsed,"300 Longwood Ave, Boston, MA 02115, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Seo HS,"Harvard Medical School, Boston, MA, USA; Dana-Farber Cancer Institute, Department of Cancer Biology, Boston, MA, USA.",USA; Dana-Farber Cancer Institute,"450 Brookline Ave, Boston, MA 02215, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Dhe-Paganon S,"Harvard Medical School, Boston, MA, USA; Dana-Farber Cancer Institute, Department of Cancer Biology, Boston, MA, USA.",USA; Dana-Farber Cancer Institute,"450 Brookline Ave, Boston, MA 02215, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Dowling DJ,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA.",Harvard Medical School,"55 Heath St, Boston, MA 02130, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Frieman M,"University of Maryland School of Medicine, Department of Microbiology and Immunology, Baltimore, MD, USA.",University of Maryland School of Medicine,"615 N Wolfe St, Baltimore, MD 21205, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Elledge SJ,"Harvard Medical School, Boston, MA, USA; Howard Hughes Medical Institute, Division of Genetics, Brigham and Women's Hospital, Program in Virology, Boston, MA, USA.",USA; Howard Hughes Medical Institute,"4000 Jones Bridge Rd, Chevy Chase, MD 20815, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Levy O,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Precision Vaccines Program, Boston, MA, USA; Broad Institute of MIT & Harvard, Cambridge, MA, USA.",USA; Broad Institute of MIT & Harvard,"Merkin Building, 415 Main St, Cambridge, MA 02142, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Irvine DJ,"Massachusetts Institute of Technology, Department of Biological Engineering and Department of Materials Science and Engineering, Koch Institute for Integrative Cancer Research, Ragon Institute of MGH, MIT and Harvard, Cambridge, MA, USA; Howard Hughes Medical Institute, Chevy Chase, MD, USA.",Massachusetts Institute of Technology,"77 Massachusetts Ave, Cambridge, MA 02139, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Ploegh HL,"Harvard Medical School, Boston, MA, USA; Program in Cellular and Molecular Medicine, Boston Children's Hospital, Boston, MA, USA.",Harvard Medical School,"Copyright © 2020 Breault Lab - Boston Children's Hospital, Center for Life Science Boston, 16026 3 Blackfan St, Boston, MA 02115, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Williams DL,"Department of Biomedical Sciences, Quillen College of Medicine, Center of Excellence in Inflammation, Infectious Disease and Immunity, East Tennessee State University, Johnson City, TN, USA.",East Tennessee State University,"615 N State of Franklin Rd, Johnson City, TN 37604, USA"
Mannan,35148840,An adjuvant strategy enabled by modulation of the physical properties of microbial ligands expands antigen immunogenicity,Zanoni I,"Harvard Medical School, Boston, MA, USA; Boston Children's Hospital, Division of Immunology, Boston, MA, USA; Boston Children's Hospital, Division of Gastroenterology, Boston, MA, USA. Electronic address: ivan.zanoni@childrens.harvard.edu.",Harvard Medical School,"55 Heath St, Boston, MA 02130, USA"
Mannan,31666315,Dectin-2-Targeted Antifungal Liposomes Exhibit Enhanced Efficacy,Ambati S,"Department of Genetics, University of Georgia, Athens, Georgia, USA.",University of Georgia,"120 W Green St, Athens, GA 30602, USA"
Mannan,31666315,Dectin-2-Targeted Antifungal Liposomes Exhibit Enhanced Efficacy,Ellis EC,"Department of Genetics, University of Georgia, Athens, Georgia, USA.",University of Georgia,"120 W Green St, Athens, GA 30602, USA"
Mannan,31666315,Dectin-2-Targeted Antifungal Liposomes Exhibit Enhanced Efficacy,Lin J,"Department of Microbiology, University of Georgia, Athens, Georgia, USA.",University of Georgia,"Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA"
Mannan,31666315,Dectin-2-Targeted Antifungal Liposomes Exhibit Enhanced Efficacy,Lin X,"Department of Microbiology, University of Georgia, Athens, Georgia, USA.",University of Georgia,"Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA"
Mannan,31666315,Dectin-2-Targeted Antifungal Liposomes Exhibit Enhanced Efficacy,Lewis ZA,"Department of Microbiology, University of Georgia, Athens, Georgia, USA.",University of Georgia,"Biological Sciences Building, 527 Biological Sciences Bldg, Athens, GA 30602, USA"
Mannan,31666315,Dectin-2-Targeted Antifungal Liposomes Exhibit Enhanced Efficacy,Meagher RB,"Department of Genetics, University of Georgia, Athens, Georgia, USA meagher@uga.edu.",University of Georgia,"120 W Green St, Athens, GA 30602, USA"
Mannan,30941137,The Emerging Role of Complement Proteins as a Target for Therapy of IgA Nephropathy,Rizk DV,"Department of Medicine, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"510 20th St S, Birmingham, AL 35294, USA"
Mannan,30941137,The Emerging Role of Complement Proteins as a Target for Therapy of IgA Nephropathy,Julian BA,"Department of Medicine, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"510 20th St S, Birmingham, AL 35294, USA"
Mannan,30941137,The Emerging Role of Complement Proteins as a Target for Therapy of IgA Nephropathy,Green TJ,"Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"1665 University Blvd #327, Birmingham, AL 35294, USA"
Mannan,30941137,The Emerging Role of Complement Proteins as a Target for Therapy of IgA Nephropathy,Novak J,"Department of Microbiology, University of Alabama at Birmingham, Birmingham, AL, United States.",University of Alabama at Birmingham,"1665 University Blvd #327, Birmingham, AL 35294, USA"
Mannan,30941137,The Emerging Role of Complement Proteins as a Target for Therapy of IgA Nephropathy,Wyatt RJ,"Department of Pediatrics, University of Tennessee Health Sciences Center, Memphis, TN, United States.",University of Tennessee Health Sciences Center,"50 N Dunlap St # 4624, Memphis, TN 38103, USA"
Mannan,33163724,"Safety, Tolerability and Efficacy of Narsoplimab, a Novel MASP-2 Inhibitor for the Treatment of IgA Nephropathy",Lafayette RA,"Division of Nephrology, Department of Medicine, Stanford University, Stanford, California, USA.",Stanford University,"300 Pasteur Dr Suite A175, Palo Alto, CA 94305, USA"
Mannan,33163724,"Safety, Tolerability and Efficacy of Narsoplimab, a Novel MASP-2 Inhibitor for the Treatment of IgA Nephropathy",Rovin BH,"Division of Nephrology, The Ohio State University Wexner Medical Center, Columbus, Ohio, USA.",The Ohio State University Wexner Medical Center,"456 W 10th Ave, Columbus, OH 43210, USA"
Mannan,33163724,"Safety, Tolerability and Efficacy of Narsoplimab, a Novel MASP-2 Inhibitor for the Treatment of IgA Nephropathy",Tumlin JA,"NephroNet Clinical Research Consortium, Atlanta, Georgia, USA.",Unparsed,"1936 Lenox Rd NE, Atlanta, GA 30306, USA"
Mannan,35506957,"Serologic biomarkers in Candida and Aspergillus infections of the central nervous system: A comparison of galactomannan, mannan and β-1,3-D-gucan testing from serum and cerebrospinal fluid",Hoenigl M,"Division of Infectious Diseases and Global Public Health, University of California San Diego, San Diego, USA.",University of California San Diego,"4168 Front St, San Diego, CA 92103, USA"
Saccharomyces,35046576,Ageing exacerbates ribosome pausing to disrupt cotranslational proteostasis,Stein KC,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA"
Saccharomyces,35046576,Ageing exacerbates ribosome pausing to disrupt cotranslational proteostasis,Morales-Polanco F,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA"
Saccharomyces,35046576,Ageing exacerbates ribosome pausing to disrupt cotranslational proteostasis,van der Lienden J,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA"
Saccharomyces,35046576,Ageing exacerbates ribosome pausing to disrupt cotranslational proteostasis,Rainbolt TK,"Department of Biology, Stanford University, Stanford, CA, USA.",Stanford University,"279 Campus Drive, Stanford, CA 94305, USA"
Saccharomyces,35046576,Ageing exacerbates ribosome pausing to disrupt cotranslational proteostasis,Frydman J,"Department of Genetics, Stanford University, Stanford, CA, USA. jfrydman@stanford.edu.",Stanford University,"291 Campus Drive, Stanford, CA 94305, USA"
