Unnamed: 0,firstName,initials,lastName,affiliation,country,institute
25574,,P,Hundsdoerfer,"Department of Pediatric Oncology, Helios Klinikum Berlin-Buch, 13125 Berlin, Germany.",Germany,Unparsed
25575,,JH,Schulte,"The German Cancer Research Center (DKFZ), 69120 Heidelberg, Germany.",Germany,Unparsed
25576,,K,Astrahantseff,"Department of Pediatric Oncology & Hematology, Charité-Universitätsmedizin Berlin, 13353 Berlin, Germany.",Germany,Charité-Universitätsmedizin Berlin
25577,,S,Boral,"Institute of Pathology, Charité-Universitätsmedizin Berlin, 10117 Berlin, Germany.",Germany,Charité-Universitätsmedizin Berlin
25578,,K,Schmelz,"The German Cancer Research Center (DKFZ), 69120 Heidelberg, Germany.",Germany,Unparsed
25579,,A,Eggert,"Berlin Institute of Health, Charité-Universitätsmedizin Berlin (BIH), 10178 Berlin, Germany.",Germany,Charité-Universitätsmedizin Berlin (BIH)
25580,,O,Klein,"Berlin Institute of Health, Charité-Universitätsmedizin Berlin (BIH), 10178 Berlin, Germany.",Germany,Charité-Universitätsmedizin Berlin (BIH)
25581,,H,Ren,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25582,,K,Li,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25583,,Y,Min,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25584,,B,Qiu,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25585,,X,Huang,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25586,,J,Luo,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25587,,L,Qi,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25588,,M,Kang,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25589,,P,Xia,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25590,,H,Qiao,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25591,,J,Chen,"Jiangxi Province Key Laboratory of Animal Nutrition, Jiangxi Province Key Innovation Center of Integration in Production and Education for High-Quality and Safe Livestock and Poultry, Jiangxi Agricultural University, Nanchang 330045, China.",China,Jiangxi Agricultural University
25592,,Y,Cui,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25593,,L,Gan,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25594,,P,Wang,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25595,,J,Wang,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25596,,H,Ren,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25597,,K,Li,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25598,,Y,Min,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25599,,B,Qiu,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25600,,X,Huang,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25601,,J,Luo,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25602,,L,Qi,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25603,,M,Kang,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25604,,P,Xia,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25605,,H,Qiao,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25606,,J,Chen,"Jiangxi Province Key Laboratory of Animal Nutrition, Jiangxi Province Key Innovation Center of Integration in Production and Education for High-Quality and Safe Livestock and Poultry, Jiangxi Agricultural University, Nanchang 330045, China.",China,Jiangxi Agricultural University
25607,,Y,Cui,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25608,,L,Gan,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25609,,P,Wang,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25610,,J,Wang,"School of Bioengineering, Henan University of Technology, Lianhua Street, Hi-Tech Zone, Zhengzhou 450000, China.",China,Henan University of Technology
25611,,G,Kim,"Department of Food Science and Biotechnology, Gachon University, Seongnam 13120, Republic of Korea.",Republic of Korea,Gachon University
25612,,DW,Han,"Bio-IT Fusion Technology Research Institute, Pusan National University, Busan 46241, Republic of Korea.",Republic of Korea,Pusan National University
25613,,JH,Lee,"Department of Food Science and Biotechnology, Gachon University, Seongnam 13120, Republic of Korea.",Republic of Korea,Gachon University
25614,,NIM,Fadilah,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25615,,SJ,Phang,"Department of Biomedical Science, Faculty of Medicine, Universiti Malaya, Kuala Lumpur 50603, Malaysia.",Malaysia,Universiti Malaya
25616,,N,Kamaruzaman,"Department of Food Sciences, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, Bangi 43600, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25617,,A,Salleh,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25618,,M,Zawani,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25619,,A,Sanyal,"Department of Biotechnology, KIIT University, Bhubaneswar 751024, India.",India,KIIT University
25620,,M,Maarof,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25621,,MB,Fauzi,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25622,,NIM,Fadilah,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25623,,SJ,Phang,"Department of Biomedical Science, Faculty of Medicine, Universiti Malaya, Kuala Lumpur 50603, Malaysia.",Malaysia,Universiti Malaya
25624,,N,Kamaruzaman,"Department of Food Sciences, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, Bangi 43600, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25625,,A,Salleh,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25626,,M,Zawani,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25627,,A,Sanyal,"Department of Biotechnology, KIIT University, Bhubaneswar 751024, India.",India,KIIT University
25628,,M,Maarof,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25629,,MB,Fauzi,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25630,,NIM,Fadilah,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25631,,SJ,Phang,"Department of Biomedical Science, Faculty of Medicine, Universiti Malaya, Kuala Lumpur 50603, Malaysia.",Malaysia,Universiti Malaya
25632,,N,Kamaruzaman,"Department of Food Sciences, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, Bangi 43600, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25633,,A,Salleh,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25634,,M,Zawani,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25635,,A,Sanyal,"Department of Biotechnology, KIIT University, Bhubaneswar 751024, India.",India,KIIT University
25636,,M,Maarof,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25637,,MB,Fauzi,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25638,,NIM,Fadilah,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25639,,SJ,Phang,"Department of Biomedical Science, Faculty of Medicine, Universiti Malaya, Kuala Lumpur 50603, Malaysia.",Malaysia,Universiti Malaya
25640,,N,Kamaruzaman,"Department of Food Sciences, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, Bangi 43600, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25641,,A,Salleh,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25642,,M,Zawani,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25643,,A,Sanyal,"Department of Biotechnology, KIIT University, Bhubaneswar 751024, India.",India,KIIT University
25644,,M,Maarof,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25645,,MB,Fauzi,"Centre for Tissue Engineering and Regenerative Medicine, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur 56000, Malaysia.",Malaysia,Universiti Kebangsaan Malaysia
25646,,M,Grzesiak,"Department of Endocrinology, Institute of Zoology and Biomedical Research, Jagiellonian University in Krakow, Gronostajowa 9, 30-387 Krakow, Poland.",Poland,Jagiellonian University in Krakow
25647,,M,Tchurzyk,"Department of Endocrinology, Institute of Zoology and Biomedical Research, Jagiellonian University in Krakow, Gronostajowa 9, 30-387 Krakow, Poland.",Poland,Jagiellonian University in Krakow
25648,,M,Socha,"Department of Animal Physiology and Endocrinology, University of Agriculture in Krakow, al. Mickiewicza 21, 31-120 Krakow, Poland.",Poland,University of Agriculture in Krakow
25649,,A,Sechman,"Department of Animal Physiology and Endocrinology, University of Agriculture in Krakow, al. Mickiewicza 21, 31-120 Krakow, Poland.",Poland,University of Agriculture in Krakow
25650,,A,Hrabia,"Department of Animal Physiology and Endocrinology, University of Agriculture in Krakow, al. Mickiewicza 21, 31-120 Krakow, Poland.",Poland,University of Agriculture in Krakow
25651,,D,Coradduzza,"Department of Biomedical Sciences, University of Sassari, 07100 Sassari, Italy.",Italy,University of Sassari
25652,,A,Congiargiu,"Department of Biomedical Sciences, University of Sassari, 07100 Sassari, Italy.",Italy,University of Sassari
25653,,Z,Chen,"Department of Biomedical Sciences, University of Sassari, 07100 Sassari, Italy.",Italy,University of Sassari
25654,,S,Cruciani,"Department of Biomedical Sciences, University of Sassari, 07100 Sassari, Italy.",Italy,University of Sassari
25655,,A,Zinellu,"Department of Biomedical Sciences, University of Sassari, 07100 Sassari, Italy.",Italy,University of Sassari
25656,,C,Carru,"Control Quality Unit, Azienda-Ospedaliera Universitaria (AOU), 07100 Sassari, Italy.",Italy,Azienda-Ospedaliera Universitaria (AOU)
25657,,S,Medici,"Department of Chemical, Physical, Mathematical and Natural Sciences, University of Sassari, 07100 Sassari, Italy.",Italy,University of Sassari
25658,,Z,Chen,"Department of Animal Science, College of Animal Science, Zhejiang University, 866# Yuhangtang Road, Hangzhou East 310058, China.",China,Zhejiang University
25659,,Z,Zhang,"Department of Animal Science, College of Animal Science, Zhejiang University, 866# Yuhangtang Road, Hangzhou East 310058, China.",China,Zhejiang University
25660,,Z,Wang,"Department of Animal Science, College of Animal Science, Zhejiang University, 866# Yuhangtang Road, Hangzhou East 310058, China.",China,Zhejiang University
25661,,Z,Zhang,"Department of Animal Science, College of Animal Science, Zhejiang University, 866# Yuhangtang Road, Hangzhou East 310058, China.",China,Zhejiang University
25662,,Q,Wang,"Hainan Institute, Zhejiang University, Yongyou Industry Park, Yazhou Bay Sci-Tech City, Sanya South 572000, China.",China,Zhejiang University
25663,,Y,Pan,"Hainan Institute, Zhejiang University, Yongyou Industry Park, Yazhou Bay Sci-Tech City, Sanya South 572000, China.",China,Zhejiang University
25664,,Q,Xie,"College of Animal Sciences, Zhejiang University, Hangzhou 310058, China.",China,Zhejiang University
25665,,Z,Zhang,"Hainan Institute of Zhejiang University, Building 11, Yongyou Industrial Park, Yazhou Bay Science and Technology City, Yazhou District, Sanya 572025, China.",China,Hainan Institute of Zhejiang University
25666,,Z,Chen,"College of Animal Sciences, Zhejiang University, Hangzhou 310058, China.",China,Zhejiang University
25667,,J,Sun,"College of Animal Sciences, Zhejiang University, Hangzhou 310058, China.",China,Zhejiang University
25668,,M,Li,"Jinan Laiwu Pig Industry Technology Research Institute Co., Ltd., Laiwu 271100, China.",China,Jinan Laiwu Pig Industry Technology Research Institute Co.
25669,,Q,Wang,"Key Laboratory of Livestock and Poultry Resources Evaluation and Utilization, Ministry of Agriculture and Rural Affairs, Hangzhou 310058, China.",China,Key Laboratory of Livestock and Poultry Resources Evaluation and Utilization
25670,,Y,Pan,"Hainan Yazhou Bay Seed Laboratory, Yongyou Industrial Park, Yazhou Bay Sci-Tech City, Sanya 572025, China.",China,Hainan Yazhou Bay Seed Laboratory
25671,,F,Wu,"College of Animal Sciences, Zhejiang University, Hangzhou 310058, China.",China,Zhejiang University
25672,,Z,Chen,"College of Animal Sciences, Zhejiang University, Hangzhou 310058, China.",China,Zhejiang University
25673,,Z,Zhang,"College of Animal Sciences, Zhejiang University, Hangzhou 310058, China.",China,Zhejiang University
25674,,Z,Wang,"College of Animal Sciences, Zhejiang University, Hangzhou 310058, China.",China,Zhejiang University
25675,,Z,Zhang,"College of Animal Sciences, Zhejiang University, Hangzhou 310058, China.",China,Zhejiang University
25676,,Q,Wang,"Key Laboratory of Livestock and Poultry Resources Evaluation and Utilization, Ministry of Agriculture and Rural Affairs, Hangzhou 310058, China.",China,Key Laboratory of Livestock and Poultry Resources Evaluation and Utilization
25677,,Y,Pan,"Key Laboratory of Livestock and Poultry Resources Evaluation and Utilization, Ministry of Agriculture and Rural Affairs, Hangzhou 310058, China.",China,Key Laboratory of Livestock and Poultry Resources Evaluation and Utilization
25678,,D,Zha,"Department of Pharmaceutical Sciences, College of Pharmacy, University of Illinois at Chicago, Chicago, IL 60607, USA.",USA,University of Illinois at Chicago
25679,,S,Rayamajhi,"Department of Pathology and Laboratory Medicine, University of Kansas Medical Center, Kansas City, KS 66160, USA.",USA,University of Kansas Medical Center
25680,,J,Sipes,"Department of Pathology and Laboratory Medicine, University of Kansas Medical Center, Kansas City, KS 66160, USA.",USA,University of Kansas Medical Center
25681,,A,Russo,"Department of Pharmaceutical Sciences, College of Pharmacy, University of Illinois at Chicago, Chicago, IL 60607, USA.",USA,University of Illinois at Chicago
25682,,HB,Pathak,"Department of Pathology and Laboratory Medicine, University of Kansas Medical Center, Kansas City, KS 66160, USA.",USA,University of Kansas Medical Center
25683,,K,Li,"Department of Pharmaceutical Sciences, College of Pharmacy, University of Illinois at Chicago, Chicago, IL 60607, USA.",USA,University of Illinois at Chicago
25684,,ME,Sardiu,"Kansas Institute for Precision Medicine, University of Kansas Medical Center, Kansas City, KS 66160, USA.",USA,University of Kansas Medical Center
25685,,LE,Bantis,"Department of Biostatistics and Data Science, University of Kansas Medical Center, Kansas City, KS 66160, USA.",USA,University of Kansas Medical Center
25686,,A,Mitra,"Department of Pathology and Laboratory Medicine, University of Kansas Medical Center, Kansas City, KS 66160, USA.",USA,University of Kansas Medical Center
25687,,RV,Puri,"Department of Pathology and Laboratory Medicine, University of Kansas Medical Center, Kansas City, KS 66160, USA.",USA,University of Kansas Medical Center
25688,,CV,Trinidad,"Department of Pathology and Laboratory Medicine, University of Kansas Medical Center, Kansas City, KS 66160, USA.",USA,University of Kansas Medical Center
25689,,BP,Cain,"Charles Stark Draper Laboratory, Cambridge, MA 02139, USA.",USA,Charles Stark Draper Laboratory
25690,,BC,Isenberg,"Charles Stark Draper Laboratory, Cambridge, MA 02139, USA.",USA,Charles Stark Draper Laboratory
25691,,J,Coppeta,"Charles Stark Draper Laboratory, Cambridge, MA 02139, USA.",USA,Charles Stark Draper Laboratory
25692,,S,MacLaughlan,"Department of Obstetrics and Gynecology, College of Medicine, University of Illinois at Chicago, Chicago, IL 60607, USA.",USA,University of Illinois at Chicago
25693,,AK,Godwin,"Kansas Institute for Precision Medicine, University of Kansas Medical Center, Kansas City, KS 66160, USA.",USA,University of Kansas Medical Center
25694,,JE,Burdette,"Department of Pharmaceutical Sciences, College of Pharmacy, University of Illinois at Chicago, Chicago, IL 60607, USA.",USA,University of Illinois at Chicago
25695,,I,Tomris,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25696,,L,Unione,"Ikerbasque, Basque Foundation for Science, Maria Diaz de Haro 3, 48013 Bilbao, Bizkaia, Spain.",Spain,Unparsed
25697,,L,Nguyen,"Department of Chemistry, University of Alberta, 11227 Saskatchewan Drive, Edmonton T6G 2G2, Canada.",Canada,University of Alberta
25698,,P,Zaree,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25699,,KM,Bouwman,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25700,,L,Liu,"Complex Carbohydrate Research Center, University of Georgia, 315 Riverbend Road, Athens, Georgia 30602, United States.",United States,University of Georgia
25701,,Z,Li,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25702,,JA,Fok,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25703,,M,Ríos Carrasco,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25704,,R,van der Woude,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25705,,ALM,Kimpel,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25706,,MW,Linthorst,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25707,,SE,Kilavuzoglu,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25708,,ECJM,Verpalen,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25709,,TG,Caniels,"Amsterdam Institute for Infection and Immunity, Infectious Diseases, 1081 HZ Amsterdam, The Netherlands.",The Netherlands,Amsterdam Institute for Infection and Immunity
25710,,RW,Sanders,"Department of Microbiology and Immunology, Weill Medical Center of Cornell University, 1300 York Avenue, New York, New York 10065, United States.",United States,Weill Medical Center of Cornell University
25711,,BA,Heesters,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25712,,RJ,Pieters,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25713,,J,Jiménez-Barbero,"Centro de Investigación Biomédica En Red de Enfermedades Respiratorias, Av. Monforte de Lemos, 3-5. Pabellón 11. Planta 0, 28029 Madrid, Spain.",Spain,Unparsed
25714,,JS,Klassen,"Department of Chemistry, University of Alberta, 11227 Saskatchewan Drive, Edmonton T6G 2G2, Canada.",Canada,University of Alberta
25715,,GJ,Boons,"Complex Carbohydrate Research Center, University of Georgia, 315 Riverbend Road, Athens, Georgia 30602, United States.",United States,University of Georgia
25716,,RP,de Vries,"Department of Chemical Biology & Drug Discovery, Utrecht Institute for Pharmaceutical Sciences, Utrecht University, 3584 CG Utrecht, The Netherlands.",The Netherlands,Utrecht University
25717,,S,Li,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25718,,H,Sun,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25719,,J,Li,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25720,,Y,Zhao,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25721,,R,Wang,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25722,,L,Xu,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25723,,C,Duan,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25724,,J,Li,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25725,,Z,Wang,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25726,,Q,Liu,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25727,,Y,Wang,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25728,,S,Ouyang,"The Key Laboratory of Innate Immune Biology of Fujian Province, Provincial University Key Laboratory of Cellular Stress Response and Metabolic Regulation, Biomedical Research Center of South China, Key Laboratory of OptoElectronic Science and Technology for Medicine of Ministry of Education, College of Life Sciences, Fujian Normal University, Fuzhou, China. ouyangsy@fjnu.edu.cn.",China,Provincial University Key Laboratory of Cellular Stress Response and Metabolic Regulation
25729,,X,Shen,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China. xihuishen@nwsuaf.edu.cn.",China,Northwest A&F University
25730,,L,Zhang,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China. zhanglei0075@nwsuaf.edu.cn.",China,Northwest A&F University
25731,,S,Li,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25732,,Q,Liu,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25733,,C,Duan,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25734,,J,Li,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
25735,,H,Sun,"State Key Laboratory of Crop Stress Biology for Arid Areas, Shaanxi Key Laboratory of Agricultural and Environmental Microbiology, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi, 712100, China.",China,Northwest A&F University
