doi,keyword,given_name,family_name,affiliation,address
10.1002/yea.3514,Lyticase,Ülkü,Yılmaz Şahin,"Department of Molecular Biology and Genetics, Faculty of Science and Letters Istanbul Technical University  Istanbul Turkey","Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
10.1002/yea.3514,Lyticase,Sema,Gündüz Işık,"Department of Chemistry, Faculty of Science and Letters Istanbul Technical University  Istanbul Turkey","Maslak, 34469 Sarıyer/İstanbul, Türkiye"
10.1002/yea.3514,Lyticase,Süleyman,Akman,"Department of Chemistry, Faculty of Science and Letters Istanbul Technical University  Istanbul Turkey","Maslak, 34469 Sarıyer/İstanbul, Türkiye"
10.1002/yea.3514,Lyticase,Zeynep Petek,Çakar,"Department of Molecular Biology and Genetics, Faculty of Science and Letters Istanbul Technical University  Istanbul Turkey","Maslak, İstanbul Teknik Üniversitesi, 34469 Sarıyer/İstanbul, Türkiye"
10.1002/adma.202206437,Lyticase,Jian,He,Eye Center The Second Affiliated Hospital Zhejiang University School of Medicine  Hangzhou 310009 China,"China, Zhe Jiang Sheng, Hang Zhou Shi, Shang Cheng Qu, Ma Shi Jie, 马市街 邮政编码: 310009"
10.1002/adma.202206437,Lyticase,Yang,Ye,Eye Center The Second Affiliated Hospital Zhejiang University School of Medicine  Hangzhou 310009 China,"China, Zhe Jiang Sheng, Hang Zhou Shi, Shang Cheng Qu, Ma Shi Jie, 马市街 邮政编码: 310009"
10.1002/adma.202206437,Lyticase,Ke,Yao,Eye Center The Second Affiliated Hospital Zhejiang University School of Medicine  Hangzhou 310009 China,"China, Zhe Jiang Sheng, Hang Zhou Shi, Shang Cheng Qu, Ma Shi Jie, 马市街 邮政编码: 310009"
10.1002/adma.202206437,Lyticase,Min,Zhou,Eye Center The Second Affiliated Hospital Zhejiang University School of Medicine  Hangzhou 310009 China,"China, Zhe Jiang Sheng, Hang Zhou Shi, Shang Cheng Qu, Ma Shi Jie, 马市街 邮政编码: 310009"
10.1093/jxb/eraa560,Glucanase,Naoki,Arai,"Major in Integrative Bioscience and Biomedical Engineering, Graduate School of Science and Engineering, Waseda University, Shinjuku-ku, Tokyo, Japan","2-2 Wakamatsuchō, Shinjuku City, Tokyo 162-0056, Japan"
10.1093/jxb/eraa560,Glucanase,Yusuke,Ohno,"Major in Integrative Bioscience and Biomedical Engineering, Graduate School of Science and Engineering, Waseda University, Shinjuku-ku, Tokyo, Japan","2-2 Wakamatsuchō, Shinjuku City, Tokyo 162-0056, Japan"
10.1093/jxb/eraa560,Glucanase,Shinya,Jumyo,"Major in Integrative Bioscience and Biomedical Engineering, Graduate School of Science and Engineering, Waseda University, Shinjuku-ku, Tokyo, Japan","2-2 Wakamatsuchō, Shinjuku City, Tokyo 162-0056, Japan"
10.1093/jxb/eraa560,Glucanase,Yusuke,Hamaji,"Department of Biology, Faculty of Education and Integrated Arts and Sciences, Waseda University, Shinjuku-ku, Tokyo, Japan","3-chōme-4-1 Ōkubo, Shinjuku City, Tokyo 169-0072, Japan"
10.1093/jxb/eraa560,Glucanase,Takashi,Ohyama,"Major in Integrative Bioscience and Biomedical Engineering, Graduate School of Science and Engineering, Waseda University, Shinjuku-ku, Tokyo, Japan","2-2 Wakamatsuchō, Shinjuku City, Tokyo 162-0056, Japan"
10.1093/jas/skab190,Glucanase,Marcos Elias,Duarte,"Department of Animal Science, North Carolina State University, Raleigh, NC 27695, USA","Polk Hall, 120 W Broughton Dr, Raleigh, NC 27607, USA"
10.1093/jas/skab190,Glucanase,Chris,Sparks,"Huvepharma, Inc., Peachtree City, GA, 30269, USA","525 Westpark Dr, Peachtree City, GA 30269, USA"
10.1093/jas/skab190,Glucanase,Sung Woo,Kim,"Department of Animal Science, North Carolina State University, Raleigh, NC 27695, USA","Polk Hall, 120 W Broughton Dr, Raleigh, NC 27607, USA"
10.1111/mpp.12431,Glucanase,Christophe,Ritzenthaler,"Institut de Biologie Moléculaire des Plantes du CNRS, Université de Strasbourg 12 rue du Général Zimmer Strasbourg 67084 France","12 Rue du Général-Zimmer, 67000 Strasbourg, France"
10.1128/aem.01274-22,Glucanase,Tunyaboon,Laemthong,"Department of Chemical and Biomolecular Engineering, North Carolina State University, Raleigh, North Carolina, USA","Engineering Bldg I, 911 Partners Way room 2-009, Raleigh, NC 27606, USA"
10.1128/aem.01274-22,Glucanase,Ryan G.,Bing,"Department of Chemical and Biomolecular Engineering, North Carolina State University, Raleigh, North Carolina, USA","Engineering Bldg I, 911 Partners Way room 2-009, Raleigh, NC 27606, USA"
10.1128/aem.01274-22,Glucanase,James R.,Crosby,"Department of Chemical and Biomolecular Engineering, North Carolina State University, Raleigh, North Carolina, USA","Engineering Bldg I, 911 Partners Way room 2-009, Raleigh, NC 27606, USA"
10.1128/aem.01274-22,Glucanase,Michael W. W.,Adams,"Department of Biochemistry and Molecular Biology, University of Georgia, Athens, Georgia, USA","Life Sciences Bldg, B122, Athens, GA 30602, USA"
10.1128/aem.01274-22,Glucanase,Robert M.,Kelly,"Department of Chemical and Biomolecular Engineering, North Carolina State University, Raleigh, North Carolina, USA","Engineering Bldg I, 911 Partners Way room 2-009, Raleigh, NC 27606, USA"
10.21203/rs.3.rs-3307888/v1,Glucanase,Patrick,Ferreira,Instituto Politécnico de Bragança,"Alameda de Santa Apolónia, 5300-252 Bragança, Portugal"
10.21203/rs.3.rs-3307888/v1,Glucanase,Abdessalem,Chahed¹,Instituto Politécnico de Bragança,"Alameda de Santa Apolónia, 5300-252 Bragança, Portugal"
10.21203/rs.3.rs-3307888/v1,Glucanase,Natália,Seixas,Instituto Politécnico de Bragança,"Alameda de Santa Apolónia, 5300-252 Bragança, Portugal"
10.21203/rs.3.rs-3307888/v1,Glucanase,Rodrigo,Costa,Instituto Politécnico de Bragança,"Alameda de Santa Apolónia, 5300-252 Bragança, Portugal"
10.21203/rs.3.rs-3307888/v1,Glucanase,Altino Branco,Choupina,Instituto Politécnico de Bragança,"Alameda de Santa Apolónia, 5300-252 Bragança, Portugal"
10.3390/md21060332,Chitinase,Jianrong,Wang,"Shenzhen Raink Ecology & Environment Co., Ltd., Shenzhen 518102, China","China, Shen Zhen Shi, Fu Tian Qu, CN 广东省 深圳市 福田区 F6 13-天祥大厦CD-4层4D 邮政编码: 518042"
10.3390/md21060332,Chitinase,Mujin,Zhu,"Shenzhen Raink Ecology & Environment Co., Ltd., Shenzhen 518102, China","China, Shen Zhen Shi, Fu Tian Qu, CN 广东省 深圳市 福田区 F6 13-天祥大厦CD-4层4D 邮政编码: 518042"
10.3390/md21060332,Chitinase,Ping,Wang,"Shenzhen Raink Ecology & Environment Co., Ltd., Shenzhen 518102, China","China, Shen Zhen Shi, Fu Tian Qu, CN 广东省 深圳市 福田区 F6 13-天祥大厦CD-4层4D 邮政编码: 518042"
10.3390/md21060332,Chitinase,Wei,Chen,"Shenzhen Raink Ecology & Environment Co., Ltd., Shenzhen 518102, China","China, Shen Zhen Shi, Fu Tian Qu, CN 广东省 深圳市 福田区 F6 13-天祥大厦CD-4层4D 邮政编码: 518042"
10.1002/alz.12612,Chitinase,Kevin,Connolly,"Department of Molecular Biology Cell Biology, and Biochemistry Brown University  Providence Rhode Island USA","Providence, RI 02906, USA"
10.1002/alz.12612,Chitinase,Mikael,Lehoux,"Department of Molecular Biology Cell Biology, and Biochemistry Brown University  Providence Rhode Island USA","Providence, RI 02906, USA"
10.1002/alz.12612,Chitinase,Ryan,O'Rourke,"Department of Molecular Biology Cell Biology, and Biochemistry Brown University  Providence Rhode Island USA","Providence, RI 02906, USA"
10.1002/alz.12612,Chitinase,Benedetta,Assetta,"Department of Molecular Biology Cell Biology, and Biochemistry Brown University  Providence Rhode Island USA","Providence, RI 02906, USA"
10.1002/alz.12612,Chitinase,Guzide Ayse,Erdemir,"Department of Molecular Biology Cell Biology, and Biochemistry Brown University  Providence Rhode Island USA","Providence, RI 02906, USA"
10.1002/alz.12612,Chitinase,Jack A,Elias,"Department of Molecular Biology Cell Biology, and Biochemistry Brown University  Providence Rhode Island USA","Providence, RI 02906, USA"
10.1002/alz.12612,Chitinase,Chun Geun,Lee,Department of Molecular Microbiology and Immunology Brown University  Providence Rhode Island USA,"Providence, RI 02906, USA"
10.1002/alz.12612,Chitinase,Yu‐Wen Alvin,Huang,"Department of Molecular Biology Cell Biology, and Biochemistry Brown University  Providence Rhode Island USA","Providence, RI 02906, USA"
10.1128/iai.00549-22,Chitinase,Jason R.,Devlin,"Department of Microbiology and Immunology, University of Illinois Chicago, Chicago, Illinois, USA","250 E Superior St #565, Chicago, IL 60611, USA"
10.1128/iai.00549-22,Chitinase,Judith,Behnsen,"Department of Microbiology and Immunology, University of Illinois Chicago, Chicago, Illinois, USA","250 E Superior St #565, Chicago, IL 60611, USA"
10.1093/jambio/lxad141,Chitinase,Dinh Minh,Tran,"Institute of Biotechnology and Environment, Tay Nguyen University , Buon Ma Thuot, Dak Lak 630000 , Vietnam","No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
10.1093/jambio/lxad141,Chitinase,To Uyen,Huynh,"Institute of Biotechnology and Environment, Tay Nguyen University , Buon Ma Thuot, Dak Lak 630000 , Vietnam","No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
10.1093/jambio/lxad141,Chitinase,Thi Huyen,Nguyen,"Institute of Biotechnology and Environment, Tay Nguyen University , Buon Ma Thuot, Dak Lak 630000 , Vietnam","No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
10.1093/jambio/lxad141,Chitinase,Tu Oanh,Do,"Institute of Biotechnology and Environment, Tay Nguyen University , Buon Ma Thuot, Dak Lak 630000 , Vietnam","No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
10.1093/jambio/lxad141,Chitinase,Quang Vinh,Nguyen,"Institute of Biotechnology and Environment, Tay Nguyen University , Buon Ma Thuot, Dak Lak 630000 , Vietnam","No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
10.1093/jambio/lxad141,Chitinase,Anh Dzung,Nguyen,"Institute of Biotechnology and Environment, Tay Nguyen University , Buon Ma Thuot, Dak Lak 630000 , Vietnam","No 16 Trần Khát Chân, Street, Thành phố Buôn Ma Thuột, Đắk Lắk 630000, Vietnam"
10.1002/pro.4289,Chitinase,Hargobinder,Kaur,"Section of Infectious Diseases, Department of Internal Medicine Yale School of Medicine  New Haven Connecticut USA","800 Howard Ave 4th floor, New Haven, CT 06519, USA"
10.1002/pro.4289,Chitinase,Laine,Garber,"Section of Infectious Diseases, Department of Internal Medicine Yale School of Medicine  New Haven Connecticut USA","800 Howard Ave 4th floor, New Haven, CT 06519, USA"
10.1002/pro.4289,Chitinase,James W.,Murphy,Department of Pharmacology Yale University School of Medicine  New Haven Connecticut USA,"B208, 333 Cedar St Sterling Hall of Medicine, New Haven, CT 06510, USA"
10.1002/pro.4289,Chitinase,Joseph M.,Vinetz,"Section of Infectious Diseases, Department of Internal Medicine Yale School of Medicine  New Haven Connecticut USA","800 Howard Ave 4th floor, New Haven, CT 06519, USA"
10.3390/plants12071543,Chitinase,Tiannan,He,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China","China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
10.3390/plants12071543,Chitinase,Jianshuai,Fan,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China","China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
10.3390/plants12071543,Chitinase,Gaozhen,Jiao,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China","China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
10.3390/plants12071543,Chitinase,Yuhan,Liu,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China","China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
10.3390/plants12071543,Chitinase,Qimeng,Zhang,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China","China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
10.3390/plants12071543,Chitinase,Ning,Luo,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China","China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
10.3390/plants12071543,Chitinase,Bilal,Ahmad,"Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences, Shenzhen 518120, China","China, Guang Dong Sheng, Shen Zhen Shi, Long Gang Qu, 15, 东北方向120米 邮政编码: 518120"
10.3390/plants12071543,Chitinase,Qingxi,Chen,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China","China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
10.3390/plants12071543,Chitinase,Zhifeng,Wen,"College of Horticulture, Fujian Agriculture and Forestry University, Fuzhou 350002, China","China, Fu Jian Sheng, Fu Zhou Shi, Cang Shan Qu, 洪山桥上店 邮政编码: 350025"
10.3390/microorganisms11061387,β-Glucosidase,Chuan,Wang,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China","3MQX+8R5, Bei Bin He Xi Lu, An Ning Qu, Lan Zhou Shi, Gan Su Sheng, China, 730070"
10.3390/microorganisms11061387,β-Glucosidase,Yuze,Yang,"Beijing Animal Husbandry Station, Beijing 100107, China","China, Bei Jing Shi, Chao Yang Qu, CN 北京市 朝阳区 北苑路 15 甲15号 邮政编码: 102218"
10.3390/microorganisms11061387,β-Glucosidase,Chunjuan,Ma,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China","3MQX+8R5, Bei Bin He Xi Lu, An Ning Qu, Lan Zhou Shi, Gan Su Sheng, China, 730070"
10.3390/microorganisms11061387,β-Glucosidase,Yongjie,Sunkang,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China","3MQX+8R5, Bei Bin He Xi Lu, An Ning Qu, Lan Zhou Shi, Gan Su Sheng, China, 730070"
10.3390/microorganisms11061387,β-Glucosidase,Shaoqing,Tang,"Beijing Animal Husbandry Station, Beijing 100107, China","China, Bei Jing Shi, Chao Yang Qu, CN 北京市 朝阳区 北苑路 15 甲15号 邮政编码: 102218"
10.3390/microorganisms11061387,β-Glucosidase,Zhao,Zhang,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China","3MQX+8R5, Bei Bin He Xi Lu, An Ning Qu, Lan Zhou Shi, Gan Su Sheng, China, 730070"
10.3390/microorganisms11061387,β-Glucosidase,Xuerui,Wan,"College of Veterinary Medicine, Gansu Agricultural University, Lanzhou 730070, China","3MQX+8R5, Bei Bin He Xi Lu, An Ning Qu, Lan Zhou Shi, Gan Su Sheng, China, 730070"
10.3390/molecules28186548,Glucosidase,Azhar,Rasul,"Department of Zoology, GC University Faisalabad, Faisalabad 38000, Pakistan","Government College University, Zoology Block, Gurunanakpura, Faisalabad, Punjab 38000, Pakistan"
10.3390/bioengineering10040444,Glucosaminidase,Ruder,Novak,"Center for Translational and Clinical Research, Department of Proteomics, School of Medicine, University of Zagreb, 10000 Zagreb, Croatia","10000, Gornji Grad - Medveščak, Zagreb, Croatia"
10.3390/bioengineering10040444,Glucosaminidase,Grgur,Salai,"Department of Pulmonology, University Hospital Dubrava, 10000 Zagreb, Croatia","Avenija Gojka Šuška 6, 10000, Zagreb, Croatia"
10.3390/bioengineering10040444,Glucosaminidase,Stela,Hrkac,"Department of of Clinical Immunology, Allergology and Rheumatology, University Hospital Dubrava, 10000 Zagreb, Croatia","Avenija Gojka Šuška 6, 10000, Zagreb, Croatia"
10.3390/bioengineering10040444,Glucosaminidase,Lovorka,Grgurevic,"Center for Translational and Clinical Research, Department of Proteomics, School of Medicine, University of Zagreb, 10000 Zagreb, Croatia","10000, Gornji Grad - Medveščak, Zagreb, Croatia"
10.1128/jb.00428-22,Glucosaminidase,Anna,Weaver,"Department of Microbiology, Blavatnik Institute, Harvard Medical School, Boston, Massachusetts, USA","Building C, 240 Longwood Ave, Boston, MA 02115, USA"
10.1128/jb.00428-22,Glucosaminidase,Atsushi,Taguchi,"SANKEN (The Institute of Scientific and Industrial Research), Osaka University, Ibaraki, Osaka, Japan","8-1 Mihogaoka, Ibaraki, Osaka 567-0047, Japan"
10.1128/jb.00428-22,Glucosaminidase,Tobias,Dörr,"Weill Institute for Cell and Molecular Biology, Cornell University, Ithaca, New York, USA","455, Weill Hall, 237 Tower Rd, Ithaca, NY 14853, USA"
10.4103/1673-5374.377606,Glucosaminidase,Courtney J.,Rouse,"Lacerta Therapeutics, Alachua, FL, USA","14189 N W 129th Way, Alachua, FL 32615, USA"
10.4103/1673-5374.377606,Glucosaminidase,Victoria N.,Jensen,"Lacerta Therapeutics, Alachua, FL, USA","14189 N W 129th Way, Alachua, FL 32615, USA"
10.4103/1673-5374.377606,Glucosaminidase,Coy D.,Heldermon,"University of Florida College of Medicine, Gainesville, FL, USA","1600 SW Archer Rd, Gainesville, FL 32610, USA"
10.2215/CJN.15951219,Glucosaminidase,Richard A.,Zager,"Clinical Research Division, The Fred Hutchinson Cancer Research Center, Seattle, Washington","1100 Fairview Ave N, Seattle, WA 98109, USA"
10.2215/CJN.15951219,Glucosaminidase,Ali C.M.,Johnson,"Clinical Research Division, The Fred Hutchinson Cancer Research Center, Seattle, Washington","1100 Fairview Ave N, Seattle, WA 98109, USA"
10.2215/CJN.15951219,Glucosaminidase,Alvaro,Guillem,"Renibus Therapeutics, Southlake, Texas","181 Grand Ave Suite 225, Southlake, TX 76092, USA"
10.2215/CJN.15951219,Glucosaminidase,Jeff,Keyser,"Renibus Therapeutics, Southlake, Texas","181 Grand Ave Suite 225, Southlake, TX 76092, USA"
10.2215/CJN.15951219,Glucosaminidase,Bhupinder,Singh,"Renibus Therapeutics, Southlake, Texas","181 Grand Ave Suite 225, Southlake, TX 76092, USA"
10.1111/iej.13911,Glucosaminidase,Ronald,Ordinola‐Zapata,"Division of Endodontics, Department of Restorative Sciences, School of Dentistry University of Minnesota  Minneapolis Minnesota USA","Malcolm Moos Health Sciences Tower, 515 Delaware St SE Room 8-166, Minneapolis, MN 55455, USA"
10.1111/iej.13911,Glucosaminidase,Massimo,Costalonga,"Division of Basic Sciences, Department of Diagnostic and Biological Sciences, School of Dentistry University of Minnesota  Minneapolis Minnesota USA","Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
10.1111/iej.13911,Glucosaminidase,Matthew,Dietz,"Division of Basic &amp; Translational Research, Department of Surgery University of Minnesota  Minneapolis Minnesota USA","Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
10.1111/iej.13911,Glucosaminidase,Bruno P.,Lima,"Division of Basic Sciences, Department of Diagnostic and Biological Sciences, School of Dentistry University of Minnesota  Minneapolis Minnesota USA","Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
10.1111/iej.13911,Glucosaminidase,Christopher,Staley,"Division of Basic &amp; Translational Research, Department of Surgery University of Minnesota  Minneapolis Minnesota USA","Malcolm Moos Health Sciences Tower, 515 Delaware St SE, Minneapolis, MN 55455, USA"
10.1021/acschembio.2c00741,Glucosaminidase,Victoria A.,Lund,"School of Biosciences, University of Sheffield, Sheffield S10 2TN, United Kingdom","Alfred Denny Building, Sheffield S10 2TN, UK"
10.1021/acschembio.2c00741,Glucosaminidase,Joshua A. F.,Sutton,"School of Biosciences, University of Sheffield, Sheffield S10 2TN, United Kingdom","Alfred Denny Building, Sheffield S10 2TN, UK"
10.1021/acschembio.2c00741,Glucosaminidase,Katarzyna,Wacnik,"School of Biosciences, University of Sheffield, Sheffield S10 2TN, United Kingdom","Alfred Denny Building, Sheffield S10 2TN, UK"
10.1021/acschembio.2c00741,Glucosaminidase,Kristen,DeMeester,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States","Brown Laboratory, Newark, DE 19716, USA"
10.1021/acschembio.2c00741,Glucosaminidase,Hai,Liang,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States","Brown Laboratory, Newark, DE 19716, USA"
10.1021/acschembio.2c00741,Glucosaminidase,Cintia,Santiago,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States","Brown Laboratory, Newark, DE 19716, USA"
10.1021/acschembio.2c00741,Glucosaminidase,Catherine,Leimkuhler Grimes,"Department of Chemistry and Biochemistry and Department of Biological Sciences, University of Delaware, Newark, Delaware 19716, United States","Brown Laboratory, Newark, DE 19716, USA"
10.1021/acschembio.2c00741,Glucosaminidase,Simon J.,Foster,"School of Biosciences, University of Sheffield, Sheffield S10 2TN, United Kingdom","Alfred Denny Building, Sheffield S10 2TN, UK"
10.1021/acs.analchem.1c02658,Glucosaminidase,Alanna M.,Klose,"Department of Dermatology, University of Rochester, Rochester, New York 14627, United States","40 Celebration Dr, Rochester, NY 14620, USA"
10.1021/acs.analchem.1c02658,Glucosaminidase,John L.,Daiss,"Department of Orthopaedics, Center for Musculoskeletal Research, University of Rochester, Rochester, New York 14627, United States","601 Elmwood Ave, Rochester, NY 14642, USA"
10.1021/acs.analchem.1c02658,Glucosaminidase,Lananh,Ho,"Department of Biomedical Engineering, University of Rochester, Rochester, New York 14627, United States","500 Wilson Blvd, Rochester, NY 14627, USA"
10.1021/acs.analchem.1c02658,Glucosaminidase,Christopher A.,Beck,"Department of Orthopaedics, Center for Musculoskeletal Research, University of Rochester, Rochester, New York 14627, United States","601 Elmwood Ave, Rochester, NY 14642, USA"
10.1021/acs.analchem.1c02658,Glucosaminidase,Christopher C.,Striemer,"Adarza BioSystems, Inc., St. Louis, Missouri 63146, United States","2184 Welsch Industrial Ct, St. Louis, MO 63146, USA"
10.1021/acs.analchem.1c02658,Glucosaminidase,Gowrishankar,Muthukrishnan,"Department of Orthopaedics, Center for Musculoskeletal Research, University of Rochester, Rochester, New York 14627, United States","601 Elmwood Ave, Rochester, NY 14642, USA"
10.1021/acs.analchem.1c02658,Glucosaminidase,Benjamin L.,Miller,"Department of Dermatology, University of Rochester, Rochester, New York 14627, United States","40 Celebration Dr, Rochester, NY 14620, USA"
10.3390/vaccines11081309,Glucosaminidase,Liliam Teixeira,Oliveira,"Laboratory of Pharmaceutics and Nanotechnology (LDGNano), School of Pharmacy, Federal University of Ouro Preto, Ouro Preto 35400-000, Brazil","R. Nove, 27 - Bauxita, Ouro Preto - MG, 35400-000, Brazil"
10.3390/vaccines11081309,Glucosaminidase,Giani Martins,Garcia,"Laboratory of Pharmaceutics and Nanotechnology (LDGNano), School of Pharmacy, Federal University of Ouro Preto, Ouro Preto 35400-000, Brazil","R. Nove, 27 - Bauxita, Ouro Preto - MG, 35400-000, Brazil"
10.3390/vaccines11081309,Glucosaminidase,Denise,Silveira-Lemos,"Integrated Research Group on Biomarkers, René Rachou Research Center, Oswaldo Cruz Foundation, Belo Horizonte 30190-009, Brazil","Av. Augusto de Lima, 1715 - Barro Preto, Belo Horizonte - MG, 30190-002, Brazil"
10.3390/vaccines11081309,Glucosaminidase,Sandra Aparecida Lima,de Moura,"Laboratory of Biomaterials and Experimental Pathology, Institute of Exact and Biological Sciences, Federal University of Ouro Preto, Ouro Preto 35402-136, Brazil","R. Quatro, 786 - Bauxita, Ouro Preto - MG, 35402-136, Brazil"
10.3390/vaccines11081309,Glucosaminidase,Vanessa Carla Furtado,Mosqueira,"Laboratory of Pharmaceutics and Nanotechnology (LDGNano), School of Pharmacy, Federal University of Ouro Preto, Ouro Preto 35400-000, Brazil","R. Nove, 27 - Bauxita, Ouro Preto - MG, 35400-000, Brazil"
10.4049/jimmunol.2100107,β-Glucan,Cody L.,Stothers,"*Department of Pathology, Microbiology and Immunology, Vanderbilt University Medical Center, Nashville, TN;","1161 Medical Center Dr, Nashville, TN 37240, USA"
10.4049/jimmunol.2100107,β-Glucan,Katherine R.,Burelbach,"†Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and","Nashville, TN 37232, USA"
10.4049/jimmunol.2100107,β-Glucan,Allison M.,Owen,"†Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and","Nashville, TN 37232, USA"
10.4049/jimmunol.2100107,β-Glucan,Naeem K.,Patil,"†Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and","Nashville, TN 37232, USA"
10.4049/jimmunol.2100107,β-Glucan,Margaret A.,McBride,"*Department of Pathology, Microbiology and Immunology, Vanderbilt University Medical Center, Nashville, TN;","1161 Medical Center Dr, Nashville, TN 37240, USA"
10.4049/jimmunol.2100107,β-Glucan,Julia K.,Bohannon,"*Department of Pathology, Microbiology and Immunology, Vanderbilt University Medical Center, Nashville, TN;","1161 Medical Center Dr, Nashville, TN 37240, USA"
10.4049/jimmunol.2100107,β-Glucan,Liming,Luan,"†Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and","Nashville, TN 37232, USA"
10.4049/jimmunol.2100107,β-Glucan,Antonio,Hernandez,"†Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and","Nashville, TN 37232, USA"
10.4049/jimmunol.2100107,β-Glucan,Tazeen K.,Patil,"†Department of Anesthesiology, Vanderbilt University Medical Center, Nashville, TN; and","Nashville, TN 37232, USA"
10.4049/jimmunol.2100107,β-Glucan,Edward R.,Sherwood,"*Department of Pathology, Microbiology and Immunology, Vanderbilt University Medical Center, Nashville, TN;","1161 Medical Center Dr, Nashville, TN 37240, USA"
10.3390/pharmaceutics15061615,Glucan,Fu,Li,"The Eighth Affiliated Hospital, Sun Yat-sen University, Shenzhen 518033, China","China, Shen Zhen Shi, Fu Tian Qu, CN 广东省 深圳市 福田区 1 层 邮政编码: 518039"
10.3390/pharmaceutics15061615,Glucan,Akihiro,Ishiwata,"RIKEN Cluster for Pioneering Research, Wako 351-0198, Saitama, Japan","2-1 Hirosawa, Wako, Saitama 351-0198, Japan"
10.1111/cns.14132,β-Glucan,Qiwei,Zhang,College of Animal Science and Veterinary Medicine Shandong Agricultural University  Tai‐an City China,"61 Dai Zong Da Jie, Tai Shan Qu, Tai An Shi, Shan Dong Sheng, China, 271002"
10.1111/cns.14132,β-Glucan,Wei,Zhao,"Department of Pharmacology, School of Pharmacy Qingdao University  Qingdao China","3CCG+75G, Qing Da Lu, Lao Shan Qu, Qing Dao Shi, Shan Dong Sheng, China, 266100"
10.1111/cns.14132,β-Glucan,Yue,Hou,Institute of Pharmacology Shandong First Medical University and Shandong Academy of Medical Sciences  Taian China,"China, Shan Dong Sheng, Tai An Shi, Dai Yue Qu, Nan Huan Lu, 长城路 邮政编码: 271000"
10.1111/cns.14132,β-Glucan,Xinxin,Song,Institute of Pharmacology Shandong First Medical University and Shandong Academy of Medical Sciences  Taian China,"China, Shan Dong Sheng, Tai An Shi, Dai Yue Qu, Nan Huan Lu, 长城路 邮政编码: 271000"
10.1111/cns.14132,β-Glucan,Haiyang,Yu,Institute of Pharmacology Shandong First Medical University and Shandong Academy of Medical Sciences  Taian China,"China, Shan Dong Sheng, Tai An Shi, Dai Yue Qu, Nan Huan Lu, 长城路 邮政编码: 271000"
